Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Jones P.; Tong Y.; Liu J.; Borglum J.; Primoli V.,"Jones, Paul (57679299800); Tong, Ye (9249492600); Liu, Jinghua (57680217800); Borglum, Joshua (57679909100); Primoli, Vince (58332233400)",57679299800; 9249492600; 57680217800; 57679909100; 58332233400,Score Comparability between Online Proctored and In-Person Credentialing Exams,2022,Journal of Educational Measurement,59,2,,180,207,27,6,10.1111/jedm.12320,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129863021&doi=10.1111%2fjedm.12320&partnerID=40&md5=538e63920d3ed9cf32f708b793c55b12,"This article studied two methods to detect mode effects in two credentialing exams. In Study 1, we used a “modal scale comparison approach,” where the same pool of items was calibrated separately, without transformation, within two TC cohorts (TC1 and TC2) and one OP cohort (OP1) matched on their pool-based scale score distributions. The calibrations from all three groups were used to score the TC2 cohort, designated the validation sample. The TC1 item parameters and TC1-based thetas and pass rates were more like the native TC2 values than the OP1-based values, indicating mode effects, but the score and pass/fail decision differences were small. In Study 2, we used a “cross-modal repeater approach” in which test takers who failed their first attempt in one modality took the test again in either the same or different modality. The two pairs of repeater groups (TC → TC: TC → OP, and OP → OP: OP → TC) were matched exactly on their first attempt scores. Results showed increased pass rate and greater score variability in all conditions involving OP, with mode effects noticeable in both the TC → OP condition and less-strongly in the OP → TC condition. Limitations of the study and implications for exam developers were discussed. © 2022 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-85129863021
Chen C.-W.; Andersson B.; Zhu J.,"Chen, Chia-Wen (55633283000); Andersson, Björn (7401941749); Zhu, Jinxin (56468215300)",55633283000; 7401941749; 56468215300,A Factor Mixture Model for Item Responses and Certainty of Response Indices to Identify Student Knowledge Profiles,2023,Journal of Educational Measurement,60,1,,28,51,23,0,10.1111/jedm.12344,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139650896&doi=10.1111%2fjedm.12344&partnerID=40&md5=a79016662eb51be8779e96301fb1f1ce,"The certainty of response index (CRI) measures respondents' confidence level when answering an item. In conjunction with the answers to the items, previous studies have used descriptive statistics and arbitrary thresholds to identify student knowledge profiles with the CRIs. Whereas this approach overlooked the measurement error of the observed item responses and indices, we address this by proposing a factor mixture model that integrates a latent class model to detect student subgroups and a measurement model to control for student ability and confidence level. Applying the model to 773 seventh graders' responses to an algebra test, where some items were related to new material that had not been taught in class, we found two subgroups: (1) students who had high confidence in answering items involving the new material; and (2) students who had low confidence in answering items involving the new material but higher general self-confidence than the first group. We regressed the posterior probability of the group membership on gender, prior achievement, and preview behavior and found preview behavior a significant factor associated with the membership. Finally, we discussed the implications of the current study for teaching practices and future research. © 2022 The Authors. Journal of Educational Measurement published by Wiley Periodicals LLC on behalf of National Council on Measurement in Education.",,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85139650896
Becker B.; Weirich S.; Goldhammer F.; Debeer D.,"Becker, Benjamin (57219514845); Weirich, Sebastian (54790322500); Goldhammer, Frank (9274883100); Debeer, Dries (55765500900)",57219514845; 54790322500; 9274883100; 55765500900,Controlling the Speededness of Assembled Test Forms: A Generalization to the Three-Parameter Lognormal Response Time Model,2023,Journal of Educational Measurement,60,4,,551,574,23,0,10.1111/jedm.12364,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156198966&doi=10.1111%2fjedm.12364&partnerID=40&md5=d2541e2d53972aff713d84cfdf556200,"When designing or modifying a test, an important challenge is controlling its speededness. To achieve this, van der Linden (2011a, 2011b) proposed using a lognormal response time model, more specifically the two-parameter lognormal model, and automated test assembly (ATA) via mixed integer linear programming. However, this approach has a severe limitation, in that the two-parameter lognormal model lacks a slope parameter. This means that the model assumes that all items are equally speed sensitive. From a conceptual perspective, this assumption seems very restrictive. Furthermore, various other empirical studies and new data analyses performed by us show that this assumption almost never holds in practice. To overcome this shortcoming, we bring together the already frequently used three-parameter lognormal model for response times, which contains a slope parameter, and the ATA approach for controlling speededness by van der Linden. Using multiple empirically based illustrations, the proposed extension is illustrated, including complete and documented R code. Both the original van der Linden approach and our newly proposed approach are available to practitioners in the freely available R package eatATA. © 2023 The Authors. Journal of Educational Measurement published by Wiley Periodicals LLC on behalf of National Council on Measurement in Education.",,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85156198966
DeCarlo L.T.; Zhou X.,"DeCarlo, Lawrence T. (6701664430); Zhou, Xiaoliang (57215022516)",6701664430; 57215022516,A Latent Class Signal Detection Model for Rater Scoring with Ordered Perceptual Distributions,2021,Journal of Educational Measurement,58,1,,31,53,22,1,10.1111/jedm.12265,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079718700&doi=10.1111%2fjedm.12265&partnerID=40&md5=461bbef1753ba1343e060ba1dda01d1a,"In signal detection rater models for constructed response (CR) scoring, it is assumed that raters discriminate equally well between different latent classes defined by the scoring rubric. An extended model that relaxes this assumption is introduced; the model recognizes that a rater may not discriminate equally well between some of the scoring classes. The extension recognizes a different type of rater effect and is shown to offer useful tests and diagnostic plots of the equal discrimination assumption, along with ways to assess rater accuracy and various rater effects. The approach is illustrated with an application to a large-scale language test. © 2020 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85079718700
Hurtz G.M.; Mucino R.,"Hurtz, Gregory M. (6602249619); Mucino, Regi (59123521100)",6602249619; 59123521100,Expanding the Lognormal Response Time Model Using Profile Similarity Metrics to Improve the Detection of Anomalous Testing Behavior,2024,Journal of Educational Measurement,,,,,,,0,10.1111/jedm.12395,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192790635&doi=10.1111%2fjedm.12395&partnerID=40&md5=d5eaaffbd7c7c9612b7980818a7b18d5,"The Lognormal Response Time (LNRT) model measures the speed of test-takers relative to the normative time demands of items on a test. The resulting speed parameters and model residuals are often analyzed for evidence of anomalous test-taking behavior associated with fast and poorly fitting response time patterns. Extending this model, we demonstrate the connection between the existing LNRT model parameters and the “level” component of profile similarity, and we define two new parameters for the LNRT model representing profile “dispersion” and “shape.” We show that while the LNRT model measures level (speed), profile dispersion and shape are conflated in model residuals, and that distinguishing them provides meaningful and useful parameters for identifying anomalous testing behavior. Results from data in a situation where many test-takers gained preknowledge of test items revealed that profile shape, not currently measured in the LNRT model, was the most sensitive response time index to the abnormal test-taking behavior patterns. Results strongly support expanding the LNRT model to measure not only each test-taker's level of speed, but also the dispersion and shape of their response time profiles. © 2024 by the National Council on Measurement in Education.",,,Article,Article in press,,Scopus,2-s2.0-85192790635
Pan Y.; Wollack J.A.,"Pan, Yiqin (57207947064); Wollack, James A. (6701334965)",57207947064; 6701334965,An Unsupervised-Learning-Based Approach to Compromised Items Detection,2021,Journal of Educational Measurement,58,3,,413,433,20,6,10.1111/jedm.12299,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113615199&doi=10.1111%2fjedm.12299&partnerID=40&md5=ad6b1b76a6b307ca63854942bf621ed2,"As technologies have been improved, item preknowledge has become a common concern in the test security area. The present study proposes an unsupervised-learning-based approach to detect compromised items. The unsupervised-learning-based compromised item detection approach contains three steps: (1) classify responses of each examinee as either normal or aberrant based on both the item response and the response time; (2) use a recursive algorithm to cluster examinees into groups based on their response similarity; (3) identify the group with strongest preknowledge signal and report questionable items as compromised. Results show that under the conditions studied, provided the amount of preknowledge is not overwhelming and aberrance effect is at least moderate, the approach controls the false-negative rate at a relatively low level and the false-positive rate at an extremely low level. © 2021 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85113615199
Mutak A.; Krause R.; Ulitzsch E.; Much S.; Ranger J.; Pohl S.,"Mutak, Augustin (57474384700); Krause, Robert (57213790200); Ulitzsch, Esther (57192248606); Much, Sören (57224058292); Ranger, Jochen (37049459900); Pohl, Steffi (23398048100)",57474384700; 57213790200; 57192248606; 57224058292; 37049459900; 23398048100,Modeling the Intraindividual Relation of Ability and Speed within a Test,2024,Journal of Educational Measurement,,,,,,,0,10.1111/jedm.12391,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190770841&doi=10.1111%2fjedm.12391&partnerID=40&md5=6dfc7f1de6fbfe9f8f542c7606967e7c,"Understanding the intraindividual relation between an individual's speed and ability in testing scenarios is essential to assure a fair assessment. Different approaches exist for estimating this relationship, that either rely on specific study designs or on specific assumptions. This paper aims to add to the toolbox of approaches for estimating this relationship. We propose the intraindividual speed-ability-relation (ISAR) model, which relies on nonstationarity of speed and ability over the course of the test. The ISAR model explicitly models intraindividual change in ability and speed within a test and assesses the intraindividual relation of speed and ability by evaluating the relationship of both latent change variables. Model estimation is good, when there are interindividual differences in speed and ability changes in the data. In empirical data from PISA, we found that the intraindividual relationship between speed and ability is not universally negative for all individuals and varies across different competence domains and countries. We discuss possible explanations for this relationship. © 2024 The Authors. Journal of Educational Measurement published by Wiley Periodicals LLC on behalf of National Council on Measurement in Education.",,,Article,Article in press,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85190770841
Gorney K.; Wollack J.A.,"Gorney, Kylie (57481973300); Wollack, James A. (6701334965)",57481973300; 6701334965,Generating Models for Item Preknowledge,2022,Journal of Educational Measurement,59,1,,22,42,20,5,10.1111/jedm.12309,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126030783&doi=10.1111%2fjedm.12309&partnerID=40&md5=eaa253e51f222269c787bf262bd351fb,"Detection methods for item preknowledge are often evaluated in simulation studies where models are used to generate the data. To ensure the reliability of such methods, it is crucial that these models are able to accurately represent situations that are encountered in practice. The purpose of this article is to provide a critical analysis of common models that have been used to simulate preknowledge. Both response accuracy (RA) and response time (RT) models are considered. The justifications and supporting evidence for each model are evaluated using three real data sets, and the impact of generating model on detection power is examined in two simulation studies. © 2022 The Authors. Journal of Educational Measurement published by Wiley Periodicals LLC on behalf of National Council on Measurement in Education.",,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85126030783
Hassan M.U.; Miller F.,"Hassan, Mahmood Ul (57209311288); Miller, Frank (55419701000)",57209311288; 55419701000,Optimal Calibration of Items for Multidimensional Achievement Tests,2024,Journal of Educational Measurement,61,2,,274,302,28,0,10.1111/jedm.12386,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187667942&doi=10.1111%2fjedm.12386&partnerID=40&md5=b5dfc89ad3ce681f7f21ec5eb9c73679,"Multidimensional achievement tests are recently gaining more importance in educational and psychological measurements. For example, multidimensional diagnostic tests can help students to determine which particular domain of knowledge they need to improve for better performance. To estimate the characteristics of candidate items (calibration) for future multidimensional achievement tests, we use optimal design theory. We generalize a previously developed exchange algorithm for optimal design computation to the multidimensional setting. We also develop an asymptotic theorem saying which item should be calibrated by examinees with extreme abilities. For several examples, we compute the optimal design numerically with the exchange algorithm. We see clear structures in these results and explain them using the asymptotic theorem. Moreover, we investigate the performance of the optimal design in a simulation study. © 2024 The Authors. Journal of Educational Measurement published by Wiley Periodicals LLC on behalf of National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-85187667942
Yavuz Temel G.,"Yavuz Temel, Güler (57613528600)",57613528600,Detecting Multidimensional DIF in Polytomous Items with IRT Methods and Estimation Approaches,2024,Journal of Educational Measurement,61,1,,69,98,29,1,10.1111/jedm.12377,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174145245&doi=10.1111%2fjedm.12377&partnerID=40&md5=1440cdeb3d5ac027849125a9a90e3eba,"The purpose of this study was to investigate multidimensional DIF with a simple and nonsimple structure in the context of multidimensional Graded Response Model (MGRM). This study examined and compared the performance of the IRT-LR and Wald test using MML-EM and MHRM estimation approaches with different test factors and test structures in simulation studies and applying real data sets. When the test structure included two dimensions, the IRT-LR (MML-EM) generally performed better than the Wald test and provided higher power rates. If the test included three dimensions, the methods provided similar performance in DIF detection. In contrast to these results, when the number of dimensions in the test was four, MML-EM estimation completely lost precision in estimating the nonuniform DIF, even with large sample sizes. The Wald with MHRM estimation approaches outperformed the Wald test (MML-EM) and IRT-LR (MML-EM). The Wald test had higher power rate and acceptable type I error rates for nonuniform DIF with the MHRM estimation approach.The small and/or unbalanced sample sizes, small DIF magnitudes, unequal ability distributions between groups, number of dimensions, estimation methods and test structure were evaluated as important test factors for detecting multidimensional DIF. © 2023 by the National Council on Measurement in Education.",,,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-85174145245
Liu J.; Meng X.; Xu G.; Gao W.; Shi N.,"Liu, Jia (58607916800); Meng, Xiangbin (55932465300); Xu, Gongjun (57200611437); Gao, Wei (15848238700); Shi, Ningzhong (7004451232)",58607916800; 55932465300; 57200611437; 15848238700; 7004451232,MSAEM Estimation for Confirmatory Multidimensional Four-Parameter Normal Ogive Models,2024,Journal of Educational Measurement,61,1,,99,124,25,0,10.1111/jedm.12378,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173732880&doi=10.1111%2fjedm.12378&partnerID=40&md5=4ee17b33833cb3908282e96c2436fd7f,"In this paper, we develop a mixed stochastic approximation expectation-maximization (MSAEM) algorithm coupled with a Gibbs sampler to compute the marginalized maximum a posteriori estimate (MMAPE) of a confirmatory multidimensional four-parameter normal ogive (M4PNO) model. The proposed MSAEM algorithm not only has the computational advantages of the stochastic approximation expectation-maximization (SAEM) algorithm for multidimensional data, but it also alleviates the potential instability caused by label-switching, and then improved the estimation accuracy. Simulation studies are conducted to illustrate the good performance of the proposed MSAEM method, where MSAEM consistently performs better than SAEM and some other existing methods in multidimensional item response theory. Moreover, the proposed method is applied to a real data set from the 2018 Programme for International Student Assessment (PISA) to demonstrate the usefulness of the 4PNO model as well as MSAEM in practice. © 2023 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-85173732880
Dorsey D.W.; Michaels H.R.,"Dorsey, David W. (7004925510); Michaels, Hillary R. (57216874594)",7004925510; 57216874594,Validity Arguments Meet Artificial Intelligence in Innovative Educational Assessment: A Discussion and Look Forward,2022,Journal of Educational Measurement,59,3,,389,394,5,0,10.1111/jedm.12330,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131509648&doi=10.1111%2fjedm.12330&partnerID=40&md5=1bbf8faed2aca2d8810f9261e02ece36,"In this concluding article of the special issue, we provide an overall discussion and point to future emerging trends in AI that might shape our approach to validity and building validity arguments. © 2022 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-85131509648
Kim R.Y.; Yoo Y.J.,"Kim, Rae Yeong (57778109800); Yoo, Yun Joo (7201926465)",57778109800; 7201926465,Cognitive Diagnostic Multistage Testing by Partitioning Hierarchically Structured Attributes,2023,Journal of Educational Measurement,60,1,,126,147,21,1,10.1111/jedm.12339,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133399391&doi=10.1111%2fjedm.12339&partnerID=40&md5=d0ec190436cd3ac9384fd570bb320bfc,"In cognitive diagnostic models (CDMs), a set of fine-grained attributes is required to characterize complex problem solving and provide detailed diagnostic information about an examinee. However, it is challenging to ensure reliable estimation and control computational complexity when The test aims to identify the examinee's attribute profile in a large-scale map of attributes. To address this problem, this study proposes a cognitive diagnostic multistage testing by partitioning hierarchically structured attributes (CD-MST-PH) as a multistage testing for CDM. In CD-MST-PH, multiple testlets can be constructed based on separate attribute groups before testing occurs, which retains the advantages of multistage testing over fully adaptive testing or the on-the-fly approach. Moreover, testlets are offered sequentially and adaptively, thus improving test accuracy and efficiency. An item information measure is proposed to compute the discrimination power of an item for each attribute, and a module assembly method is presented to construct modules anchored at each separate attribute group. Several module selection indices for CD-MST-PH are also proposed by modifying the item selection indices used in cognitive diagnostic computerized adaptive testing. The results of simulation study show that CD-MST-PH can improve test accuracy and efficiency relative to the conventional test without adaptive stages. © 2022 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-85133399391
Bengs D.; Kroehne U.; Brefeld U.,"Bengs, Daniel (56556818200); Kroehne, Ulf (55849736300); Brefeld, Ulf (8279934000)",56556818200; 55849736300; 8279934000,Simultaneous Constrained Adaptive Item Selection for Group-Based Testing,2021,Journal of Educational Measurement,58,2,,236,261,25,1,10.1111/jedm.12285,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092653620&doi=10.1111%2fjedm.12285&partnerID=40&md5=993b912e0ab26e0f00038e7f9efa0b7d,"By tailoring test forms to the test-taker's proficiency, Computerized Adaptive Testing (CAT) enables substantial increases in testing efficiency over fixed forms testing. When used for formative assessment, the alignment of task difficulty with proficiency increases the chance that teachers can derive useful feedback from assessment data. The application of CAT to formative assessment in the classroom, however, is hindered by the large number of different items used for the whole class; the required familiarization with a large number of test items puts a significant burden on teachers. An improved CAT procedure for group-based testing is presented, which uses simultaneous automated test assembly to impose a limit on the number of items used per group. The proposed linear model for simultaneous adaptive item selection allows for full adaptivity and the accommodation of constraints on test content. The effectiveness of the group-based CAT is demonstrated with real-world items in a simulated adaptive test of 3,000 groups of test-takers, under different assumptions on group composition. Results show that the group-based CAT maintained the efficiency of CAT, while a reduction in the number of used items by one half to two-thirds was achieved, depending on the within-group variance of proficiencies. © 2020 by the National Council on Measurement in Education",,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85092653620
Cho S.-J.; Goodwin A.; Naveiras M.; Salas J.,"Cho, Sun-Joo (36459479300); Goodwin, Amanda (36448949500); Naveiras, Matthew (57209395112); Salas, Jorge (57219433500)",36459479300; 36448949500; 57209395112; 57219433500,Differential and Functional Response Time Item Analysis: An Application to Understanding Paper versus Digital Reading Processes,2024,Journal of Educational Measurement,61,2,,219,251,32,0,10.1111/jedm.12389,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190292133&doi=10.1111%2fjedm.12389&partnerID=40&md5=193e0d469a4f55b154f48d21b3c370f8,"Despite the growing interest in incorporating response time data into item response models, there has been a lack of research investigating how the effect of speed on the probability of a correct response varies across different groups (e.g., experimental conditions) for various items (i.e., differential response time item analysis). Furthermore, previous research has shown a complex relationship between response time and accuracy, necessitating a functional analysis to understand the patterns that manifest from this relationship. In this study, response time data are incorporated into an item response model for two purposes: (a) to examine how individuals' speed within an experimental condition affects their response accuracy on an item, and (b) to detect the differences in individuals' speed between conditions in the presence of within-condition effects. For these two purposes, by-variable smooth functions are employed to model differential and functional response time effects by experimental condition for each item. This model is illustrated using an empirical data set to describe the effect of individuals' speed on their reading comprehension ability in two experimental conditions of reading medium (paper vs. digital) by item. A simulation study showed that the recovery of parameters and by-variable smooth functions of response time was satisfactory, and that the type I error rate and power of the test for the by-variable smooth function of response time were acceptable in conditions similar to the empirical data set. In addition, the proposed method correctly identified the range of response time where between-condition differences in the effect of response time on the probability of a correct response were accurate. © 2024 The Authors. Journal of Educational Measurement published by Wiley Periodicals LLC on behalf of National Council on Measurement in Education.",,,Article,Final,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85190292133
Kasli M.; Zopluoglu C.; Toton S.L.,"Kasli, Murat (57218920017); Zopluoglu, Cengiz (55115824500); Toton, Sarah L. (57219288952)",57218920017; 55115824500; 57219288952,A Deterministic Gated Lognormal Response Time Model to Identify Examinees with Item Preknowledge,2023,Journal of Educational Measurement,60,1,,148,169,21,0,10.1111/jedm.12340,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133541952&doi=10.1111%2fjedm.12340&partnerID=40&md5=ec4946d0be999ccfc5bb6165e5afabab,"Response times (RTs) have recently attracted a significant amount of attention in the literature as they may provide meaningful information about item preknowledge. In this study, a new model, the Deterministic Gated Lognormal Response Time (DG-LNRT) model, is proposed to identify examinees with item preknowledge using RTs. The proposed model was applied to two different data sets and performance was assessed with false-positive rates, true-positive rates, and precision. The results were compared with another recently proposed Z-statistic. Follow-up simulation studies were also conducted to examine model performance in settings similar to the real data sets. The results indicate that the proposed model is viable and can help detect item preknowledge under certain conditions. However, its performance is highly dependent on the correct specification of the compromised items. © 2022 by the National Council on Measurement in Education.",,,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85133541952
Wolkowitz A.A.,"Wolkowitz, Amanda A. (36524389200)",36524389200,A Computationally Simple Method for Estimating Decision Consistency,2021,Journal of Educational Measurement,58,3,,388,412,24,0,10.1111/jedm.12297,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107879434&doi=10.1111%2fjedm.12297&partnerID=40&md5=2b312114a0add70ab4ec2a5224b5e1ef,"Decision consistency (DC) is the reliability of a classification decision based on a test score. In professional credentialing, the decision is often a high-stakes pass/fail decision. The current methods for estimating DC are computationally complex. The purpose of this research is to provide a computationally and conceptually simple method for estimating DC that produces results comparable to, and at times potentially better than, the widely used Livingston-Lewis method. © 2021 by the National Council on Measurement in Education",,,Article,Final,,Scopus,2-s2.0-85107879434
Huggins-Manley A.C.; Booth B.M.; D'Mello S.K.,"Huggins-Manley, A. Corinne (56479235800); Booth, Brandon M. (57191862448); D'Mello, Sidney K. (14053463100)",56479235800; 57191862448; 14053463100,Toward Argument-Based Fairness with an Application to AI-Enhanced Educational Assessments,2022,Journal of Educational Measurement,59,3,,362,388,26,5,10.1111/jedm.12334,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131011002&doi=10.1111%2fjedm.12334&partnerID=40&md5=f23218b68d21ec145ae3247db1adb8e4,"The field of educational measurement places validity and fairness as central concepts of assessment quality. Prior research has proposed embedding fairness arguments within argument-based validity processes, particularly when fairness is conceived as comparability in assessment properties across groups. However, we argue that a more flexible approach to fairness arguments that occurs outside of and complementary to validity arguments is required to address many of the views on fairness that a set of assessment stakeholders may hold. Accordingly, we focus this manuscript on two contributions: (a) introducing the argument-based fairness approach to complement argument-based validity for both traditional and artificial intelligence (AI)-enhanced assessments and (b) applying it in an illustrative AI assessment of perceived hireability in automated video interviews used to prescreen job candidates. We conclude with recommendations for further advancing argument-based fairness approaches. © 2022 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-85131011002
Briggs D.C.,"Briggs, Derek C. (7202334195)",7202334195,NCME Presidential Address 2022: Turning the Page to the Next Chapter of Educational Measurement,2022,Journal of Educational Measurement,59,4,,398,417,19,3,10.1111/jedm.12350,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141710396&doi=10.1111%2fjedm.12350&partnerID=40&md5=3abdd5f4291cc2f7c1826d6f91be0f1c,"Objective
Given theoretical and methodological advances that propose hypothesis about change in one or multiple processes, analytical methods for longitudinal data have been developed that provide researchers with various options for analyzing change over time. In this paper, we revisit several latent growth curve models that may be considered to answer questions about repeated measures of continuous variables, which may be operationalised as time varying covariates or outcomes.

Study design and setting
To illustrate each of the models discussed and how to interpret parameter estimates, we present examples of each method discussed using cognitive and blood pressure measures from a longitudinal study of ageing, the OCTO Twin Study.

Result and Conclusion
Although statistical models are helpful tools to test theoretical hypotheses about the dynamics between multiple processes, the choice of model and its specification will influence results and conclusions made.

Keywords: latent growth model, time varying covariates, bivariate latent growth model, longitudinal models",,,Article,Final,,Scopus,2-s2.0-85141710396
Puhan G.; Kim S.,"Puhan, Gautam (12445769400); Kim, Sooyeon (56668293600)",12445769400; 56668293600,Score Comparability Issues with At-Home Testing and How to Address Them,2022,Journal of Educational Measurement,59,2,,161,179,18,4,10.1111/jedm.12324,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129301654&doi=10.1111%2fjedm.12324&partnerID=40&md5=71ccbae4fc923f6b21096e1e6adfe64e,"As a result of the COVID-19 pandemic, at-home testing has become a popular delivery mode in many testing programs. When programs offer at-home testing to expand their service, the score comparability between test takers testing remotely and those testing in a test center is critical. This article summarizes statistical procedures that could be used to evaluate potential mode effects at both the item level and the total score levels. Using operational data from a licensure test, we also compared linking relationships between the test center and at-home testing groups to determine the reporting score conversion from a subpopulation invariance perspective. © 2022 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-85129301654
van Laar S.; Braeken J.,"van Laar, Saskia (57204907206); Braeken, Johan (23011766400)",57204907206; 23011766400,Random Responders in the TIMSS 2015 Student Questionnaire: A Threat to Validity?,2022,Journal of Educational Measurement,59,4,,470,501,31,12,10.1111/jedm.12317,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128786455&doi=10.1111%2fjedm.12317&partnerID=40&md5=46f733794e788427895d752a9907e5f0,"The low-stakes character of international large-scale educational assessments implies that a participating student might at times provide unrelated answers as if s/he was not even reading the items and choosing a response option randomly throughout. Depending on the severity of this invalid response behavior, interpretations of the assessment results are at risk of being invalidated. Not much is known about the prevalence nor impact of such random responders in the context of international large-scale educational assessments. Following a mixture item response theory (IRT) approach, an initial investigation of both issues is conducted for the Confidence in and Value of Mathematics/Science (VoM/VoS) scales in the Trends in International Mathematics and Science Study (TIMSS) 2015 student questionnaire. We end with a call to facilitate further mapping of invalid response behavior in this context by the inclusion of instructed response items and survey completion speed indicators in the assessments and a habit of sensitivity checks in all secondary data studies. © 2022 The Authors. Journal of Educational Measurement published by Wiley Periodicals LLC on behalf of National Council on Measurement in Education.",,,Article,Final,All Open Access; Green Open Access,Scopus,2-s2.0-85128786455
Han S.; Kang H.-A.,"Han, Suhwa (57226382686); Kang, Hyeon-Ah (57202316196)",57226382686; 57202316196,Online Monitoring of Test-Taking Behavior Based on Item Responses and Response Times,2023,Journal of Educational Measurement,60,4,,651,675,24,0,10.1111/jedm.12367,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153318850&doi=10.1111%2fjedm.12367&partnerID=40&md5=72255d59ce3c5cc61bb3e6e48304b7e5,"The study presents multivariate sequential monitoring procedures for examining test-taking behaviors online. The procedures monitor examinee's responses and response times and signal aberrancy as soon as significant change is identifieddetected in the test-taking behavior. The study in particular proposes three schemes to track different indicators of a test-taking mode—the observable manifest variables, latent trait variables, and measurement likelihood. For each procedure, sequential sampling strategies are presented to implement online monitoring. Numerical experimentation based on simulated data suggests that the proposed procedures demonstrate adequate performance. The procedures identified examinees with aberrant behaviors with high detection power and timeliness, while maintaining error rates reasonably small. Experimental application to real data also suggested that the procedures have practical relevance to real assessments. Based on the observations from the experiential analysis, the study discusses implications and guidelines for practical use. © 2023 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-85153318850
Bulut O.; Gorgun G.; Karamese H.,"Bulut, Okan (42561052700); Gorgun, Guher (57216341290); Karamese, Hacer (58686431300)",42561052700; 57216341290; 58686431300,Incorporating Test-Taking Engagement into Multistage Adaptive Testing Design for Large-Scale Assessments,2023,Journal of Educational Measurement,,,,,,,0,10.1111/jedm.12380,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176093177&doi=10.1111%2fjedm.12380&partnerID=40&md5=0b399cc76658fc0ce84f1b6f242e1946,"The use of multistage adaptive testing (MST) has gradually increased in large-scale testing programs as MST achieves a balanced compromise between linear test design and item-level adaptive testing. MST works on the premise that each examinee gives their best effort when attempting the items, and their responses truly reflect what they know or can do. However, research shows that large-scale assessments may suffer from a lack of test-taking engagement, especially if they are low stakes. Examinees with low test-taking engagement are likely to show noneffortful responding (e.g., answering the items very rapidly without reading the item stem or response options). To alleviate the impact of noneffortful responses on the measurement accuracy of MST, test-taking engagement can be operationalized as a latent trait based on response times and incorporated into the on-the-fly module assembly procedure. To demonstrate the proposed approach, a Monte-Carlo simulation study was conducted based on item parameters from an international large-scale assessment. The results indicated that the on-the-fly module assembly considering both ability and test-taking engagement could minimize the impact of noneffortful responses, yielding more accurate ability estimates and classifications. Implications for practice and directions for future research were discussed. © 2023 The Authors. Journal of Educational Measurement published by Wiley Periodicals LLC on behalf of National Council on Measurement in Education.",,,Article,Article in press,All Open Access; Hybrid Gold Open Access,Scopus,2-s2.0-85176093177
