"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Braun H.I.","Braun, Henry I. (7202368777)","7202368777","A New Approach to Avoiding Problems of Scale in Interpreting Trends in Mental Measurement Data","1988","Journal of Educational Measurement","25","3","","171","191","20","12","10.1111/j.1745-3984.1988.tb00301.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988075005&doi=10.1111%2fj.1745-3984.1988.tb00301.x&partnerID=40&md5=7eb4cc8aac2826691a76fd452380620e","Extracting policy‐relevant information from large national surveys of educational achievement is ordinarily a nontrivial task. It is made more treacherous when the data are expressed on scales that are not uniquely determined. The paper begins with a critical analysis of a recent attempt to interpret the findings on reading achievement obtained by the National Assessment of Educational Progress (NAEP). It then describes a new approach to the quantification and interpretation of change and demonstrates its appropriateness for repeated cross‐sectional designs such as NAEP. Limitations imposed by the survey design and the nature of the measurements are highlighted Copyright © 1988, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988075005"
"MEHRENS W.A.; PHILLIPS S.E.","MEHRENS, WILLIAM A. (6602621148); PHILLIPS, S.E. (7402028180)","6602621148; 7402028180","DETECTING IMPACTS OF CURRICULAR DIFFERENCES IN ACHIEVEMENT TEST DATA","1986","Journal of Educational Measurement","23","3","","185","196","11","22","10.1111/j.1745-3984.1986.tb00244.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988070196&doi=10.1111%2fj.1745-3984.1986.tb00244.x&partnerID=40&md5=1fbf44014049deb843e5b80685e7281c","Standardized tests are designed to measure broad goals. But many professionals have been concerned with the lack of fairly specific matches between items (or objectives) on a test and the curriculum (instruction). This study assessed the differences in standardized test scores resulting from curricular differences in two school systems. The degree of curriculum‐test match for reading and math in grades 3 and 6 was based on ratings of that match by qualified district personnel. Further, results of using different textbook series were analyzed. The dependent variables of test and subtest scores were analyzed using a two‐factor MANCOVA where textbook series and school personnel ratings were the two factors, and pretest scores and percent eligible for Aid to Families with Dependent Children (AFDC) were the covariates. None of the multivariate F tests were significant at the .05 level. It was concluded that neither the curricular match as judged by district personnel or the textbook series used had a significant impact on standardized test scores. Copyright © 1986, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988070196"
"SAWYER R.","SAWYER, RICHARD (7201516630)","7201516630","USING DEMOGRAPHIC SUBGROUP AND DUMMY VARIABLE EQUATIONS TO PREDICT COLLEGE FRESHMAN GRADE AVERAGE","1986","Journal of Educational Measurement","23","2","","131","145","14","14","10.1111/j.1745-3984.1986.tb00239.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016181694&doi=10.1111%2fj.1745-3984.1986.tb00239.x&partnerID=40&md5=e6d90627cc1293ddce50a45ecb3c1ea3","The purpose of this study was to determine whether adjustments for the differential prediction observed among sex, racial/ethnic, or age subgroups in one freshman class at a college could be used to improve prediction accuracy for these subgroups in future freshman classes. For older students, dummy variable and separate subgroup prediction equations were found, on cross‐validation, to be more accurate than the total group equations. For sex subgroups, dummy variable and separate subgroup equations were only moderately effective in improving prediction accuracy. For racial/ethnic subgroups, they were more often than not less accurate, on cross‐validation, than total group equations. Among all three kinds of demographic subgroupings, shifts over time in colleges' mean grade averages were found to be a more important source of prediction bias than differential prediction. Copyright © 1986, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-85016181694"
"Doolittle A.E.; Cleary T.A.","Doolittle, Allen E. (57065318700); Cleary, T. Anne (7005072219)","57065318700; 7005072219","Gender‐Based Differential Item Performance in Mathematics Achievement Items","1987","Journal of Educational Measurement","24","2","","157","166","9","50","10.1111/j.1745-3984.1987.tb00271.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988106750&doi=10.1111%2fj.1745-3984.1987.tb00271.x&partnerID=40&md5=c53a0834e5a2cbe0b7257f0e888b50c8","A procedure for the detection of differential item performance (DIP) is used to investigate the relationships between characteristics of mathematics achievement items and gender differences in performance. Eight randomly equivalent samples of high school seniors were each given a unique form of the ACT Assessment Mathematics Usage Test (ACTM). Students without requisite mathematics courses were deleted from the samples to reduce the confounding effects of differences in instruction at the high school level. Signed measures of DIP were obtained for each item in the eight ACTM forms. These DIP estimates were then analyzed in a 6 × 8 (item category by form) experimental design. A significant item category effect was found indicating a relationship between item characteristics and gender‐based DIP. Predictions, based on previous research about the categories of items that would contribute to gender‐based DIP, were supported: Geometry and mathematics reasoning items were relatively more difficult for female examinees and the more algorithmic, computation‐oriented items were relatively easier. Copyright © 1987, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988106750"
"Zwick R.; Ercikan K.","Zwick, Rebecca (7004200859); Ercikan, Kadriye (6603174172)","7004200859; 6603174172","Analysis of Differential Item Functioning in the NAEP History Assessment","1989","Journal of Educational Measurement","26","1","","55","66","11","107","10.1111/j.1745-3984.1989.tb00318.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002911440&doi=10.1111%2fj.1745-3984.1989.tb00318.x&partnerID=40&md5=1c94248d66ff5ffe5cec63665fbfcda5","The Mantel‐Haenszel approach for investigating differential item functioning was applied to U.S. history items that were administered as part o f the National Assessment o f Educational Progress, On some items, blacks, Hispanics, and females performed more poorly than other students, conditional on number‐right score. It was hypothesized that this resulted, in part, from the fact that ethnic and gender groups differed in their exposure to the material included in the assessment. Supplementary Mantel‐Haenszel analyses were undertaken in which the number o f historical periods studied, as well as score. was used as a conditioning variable. Contrary to expectation, the additional conditioning did not lead to a reduction in the number o f DIF items. Both methodological and substantive explanations for this unexpected result were explored. Copyright © 1989, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-0002911440"
"Bock R.D.; Murakl E.; Pfeiffenberger W.","Bock, R. Darrell (55436391100); Murakl, Eiji (57191235062); Pfeiffenberger, Will (6504760166)","55436391100; 57191235062; 6504760166","Item Pool Maintenance in the Presence of Item Parameter Drift","1988","Journal of Educational Measurement","25","4","","275","285","10","79","10.1111/j.1745-3984.1988.tb00308.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988099050&doi=10.1111%2fj.1745-3984.1988.tb00308.x&partnerID=40&md5=770619446f1c85391bab4f3833122e3d","Differential linear drift of item location parameters over a 10 ‐year period is demonstrated in data from the College Board Physics Achievement Test. The relative direction of drift is associated with the content of the items and reflects changing emphasis in the physics curricula of American secondary schools. No evidence of drift of discriminating power parameters was found. Statistical procedures for detecting, estimating, and accounting for item parameter drift in item pools for long‐term testing programs are proposed Copyright © 1988, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988099050"
"Bennett R.E.; Rock D.A.; Kaplan B.A.","Bennett, Randy Elliot (7402440584); Rock, Donald A. (7102591023); Kaplan, Bruce A. (55422892100)","7402440584; 7102591023; 55422892100","SAT Differential Item Performance for Nine Handicapped Groups","1987","Journal of Educational Measurement","24","1","","41","55","14","30","10.1111/j.1745-3984.1987.tb00260.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984453034&doi=10.1111%2fj.1745-3984.1987.tb00260.x&partnerID=40&md5=970877d3d46129448bd8f9fe716b7fb7","The purpose of this study was to identify broad classes of items that behave differentially for handicapped examinees taking special, extended‐time administrations of the Scholastic Aptitude Test (SA T). To identify these item classes, the performance of nine handicapped groups and one nonhandicapped group on each of two forms of the SAT was investigated through a two‐stage procedure. The first stage centered on the performance of item clusters. Individual items composing clusters showing questionable performance were then examined. This two‐stage procedure revealed little indication of differentially functioning item classes. However, some notable instances of differential performance at the item level were detected, the most serious of which affected visually impaired students taking the braille edition of the test. Copyright © 1987, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84984453034"
"CHASE C.I.","CHASE, CLINTON I. (7102500238)","7102500238","ESSAY TEST SCORING: INTERACTION OF RELEVANT VARIABLES","1986","Journal of Educational Measurement","23","1","","33","41","8","70","10.1111/j.1745-3984.1986.tb00232.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84963332750&doi=10.1111%2fj.1745-3984.1986.tb00232.x&partnerID=40&md5=f220e7e6f3b9b0459744afd831daece7","In studies of essay tests, a single independent variable, such as penmanship, is often observed and conclusions are made about the relevance of that variable in scoring tests. But in this study it is hypothesized that the readers of an essay respond to a variable in terms of its context with other variables, that is, readers may be more tolerant of poor penmanship for males than females, especially if expectations for the writer are involved. In this investigation sex, race, reader expectation, and quality of handwriting were crossed to study their interaction effects. A single student essay was contrived. Each of 80 readers was given the essay plus a student's record card, which identified the student as a high or low achiever (expectancy), black or white, male or female. The essay was written in either good or poor handwriting. A reader read only one essay under one combination of conditions. The results showed complex interactions of expectations, writing, and sex within race. Copyright © 1986, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84963332750"
"Albanese M.A.; Sabers D.L.","Albanese, Mark A. (7006286551); Sabers, Darrell L. (6701710722)","7006286551; 6701710722","Multiple True‐False Items: A Study of Interitem Correlations, Scoring Alternatives, and Reliability Estimation","1988","Journal of Educational Measurement","25","2","","111","123","12","29","10.1111/j.1745-3984.1988.tb00296.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988120948&doi=10.1111%2fj.1745-3984.1988.tb00296.x&partnerID=40&md5=fb742650833342eef07e266d5f12b831","Intercorrelations among multiple true‐false items were examined to determine to what extent each true‐false option can be treated as independent. Results from 157 health science students and 170 medical students showed that correlations between true‐false options associated with the same stem were from 2.6 to 7.0 times larger than those from different stems. This suggests that results from previous research indicating that each true‐false option could be treated as an independent item cannot be generalized to other tests and examinee populations without supporting evidence. Four scoring methods were explored which varied chance success levels and scoring for partial knowledge. The results showed that scoring methods incorporating partial knowledge were more reliable and possessed greater concurrent and predictive validity than those minimizing chance success. Methods for computing reliability estimates were compared and suggestions were offered regarding practical use Copyright © 1988, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988120948"
"Subkoviak M.J.","Subkoviak, Michael J. (6506489478)","6506489478","A Practitioner's Guide to Computation and Interpretation of Reliability Indices for Mastery Tests","1988","Journal of Educational Measurement","25","1","","47","55","8","60","10.1111/j.1745-3984.1988.tb00290.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032069360&doi=10.1111%2fj.1745-3984.1988.tb00290.x&partnerID=40&md5=b2de4cc42c5791ebe7b74d607c2a4d5a","From the perspective of teachers and test makers at the district or state level, current methods for obtaining reliability indices for mastery tests like the agreement coefficient and kappa coefficient are quite laborious. For example, some methods require two test administrations, whereas single administration approaches involve complex statistical procedures and require access to appropriate computer software. The present paper offers practitioners tables from which agreement and kappa coefficients can be read directly. Further‐more, because these indices differ from traditional reliability coefficients, the issue of what constitutes acceptable values of agreement and kappa coefficients is also addressed Copyright © 1988, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-85032069360"
"ANGOFF W.H.; COWELL W.R.","ANGOFF, WILLIAM H. (16648034100); COWELL, WILLIAM R. (57195040559)","16648034100; 57195040559","AN EXAMINATION OF THE ASSUMPTION THAT THE EQUATING OF PARALLEL FORMS IS POPULATION‐INDEPENDENT","1986","Journal of Educational Measurement","23","4","","327","345","18","23","10.1111/j.1745-3984.1986.tb00253.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988081654&doi=10.1111%2fj.1745-3984.1986.tb00253.x&partnerID=40&md5=c6f6f9ce30eae3995f130c3c88bd4a51","Linear conversions were developed relating scores on two recent forms of the homogeneous GRE Quantitative Test (GRE‐Q) and the specially constituted heterogeneous GRE Verbal‐plus‐Quantitative Test (GRE‐V+Q), using randomly equivalent groups of about 13, 000 taking each form. Specially defined homogeneous subpopulations were then identified, and conversions between scores on the two forms were again calculated, this time based on l000‐case samples drawn at random from the subpopulations. Finally, in order to develop empirical measures of equating error, I00 samples of 1, 000 cases each were drawn at random from the two total groups and used to calculate 100 conversions between scores on the two forms. The conversions based on the specially selected subpopulations were then compared with the total‐group conversions and evaluated in terms of the empirical standard errors. The results showed that the conversions for the subpopulations agreed with the total‐group conversion quite satisfactorily for the GRE‐Q and almost as well for the GRE‐V+Q. It was concluded that the data clearly support the assumption of population independence for homogeneous tests, but not quite so clearly for heterogeneous tests. Copyright © 1986, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988081654"
"Powers D.E.","Powers, Donald E. (7202818498)","7202818498","Who Benefits Most From Preparing for a “Coachable” Admissions Test?","1987","Journal of Educational Measurement","24","3","","247","262","15","17","10.1111/j.1745-3984.1987.tb00278.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988099175&doi=10.1111%2fj.1745-3984.1987.tb00278.x&partnerID=40&md5=83df2de361666bc41b29e6684a591eab","A previous study of the initial, preoperational version of the Graduate Record Examinations (GRE) analytical ability measure (Powers & Swinton, 1984) revealed practically and statistically significant effects of test familiarization on analytical test scores. (Two susceptible item types were subsequently removed from the test.) Data from this study were reanalyzed for evidence of differential effects for subgroups of examinees classified by age, ethnicity, degree aspiration, English language dominance, and performance on other sections of the GRE General Test. The results suggested little, if any, difference among subgroups of examinees with respect to their response to the particular kind of test preparation considered in the study. Within the limits of the data, no particular subgroup appeared to benefit significantly more or significantly less than any other subgroup. Copyright © 1987, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988099175"
"Chalifour C.L.; Powers D.E.","Chalifour, Clark L. (57191233685); Powers, Donald E. (7202818498)","57191233685; 7202818498","The Relationship of Content Characteristics of GRE Analytical Reasoning Items to Their Difficulties and Discriminations","1989","Journal of Educational Measurement","26","2","","120","132","12","17","10.1111/j.1745-3984.1989.tb00323.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988122271&doi=10.1111%2fj.1745-3984.1989.tb00323.x&partnerID=40&md5=921755f2deee0562f93fd9a0ff942b0d","In actual test development practice, the number o f test items that must be developed and pretested is typically greater, and sometimes much greater, than the number that is eventually judged suitable for use in operational test forms. This has proven to be especially true for one item type–analytical reasoning‐that currently forms the bulk of the analytical ability measure of the GRE General Test. This study involved coding the content characteristics of some 1,400 GRE analytical reasoning items. These characteristics were correlated with indices of item difficulty and discrimination. Several item characteristics were predictive of the difficulty of analytical reasoning items. Generally, these same variables also predicted item discrimination, but to a lesser degree. The results suggest several content characteristics that could be considered in extending the current specifications for analytical reasoning items. The use of these item features may also contribute to greater efficiency in developing such items. Finally, the influence of these various characteristics also provides a better understanding of the construct validity of the analytical reasoning item type. Copyright © 1989, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988122271"
"Green B.F.; Crone C.R.; Folk V.G.","Green, Bert F. (7401825047); Crone, Carolyn R. (57191234380); Folk, Valerie Greaud (6507575516)","7401825047; 57191234380; 6507575516","A Method for Studying Differential Distractor Functioning","1989","Journal of Educational Measurement","26","2","","147","160","13","39","10.1111/j.1745-3984.1989.tb00325.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988129065&doi=10.1111%2fj.1745-3984.1989.tb00325.x&partnerID=40&md5=157563cd7cd2daaaa017fa2c7c2e681b","A method of analyzing test item responses is advocated to examine differential item functioning through distractor choices of those who answer an item incorrectly. The analysis, called Differential Distractor Functioning, uses log‐linear models of a three‐way contingency table to examine whether there is an interaction of population subgroup and option choice when ability is held constant. The analysis is explained and is exemplified in an analysis of the Verbal portion of a recent Scholastic Aptitude Test. Copyright © 1989, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988129065"
"Kane M.T.; Kingshury C.; Colton D.; Estes C.","Kane, Michael T. (36088969800); Kingshury, Carole (57191232357); Colton, Dean (7005083059); Estes, Carmen (7005765539)","36088969800; 57191232357; 7005083059; 7005765539","Combining Data on Criticality and Frequency in Developing Test Plans for Licensure and Certification Examinations","1989","Journal of Educational Measurement","26","1","","17","27","10","36","10.1111/j.1745-3984.1989.tb00315.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040298734&doi=10.1111%2fj.1745-3984.1989.tb00315.x&partnerID=40&md5=e4330397cd8e7f391e3fa3453f853504","Job analysis is a critical component in evaluating the validity of many high‐stakes testing programs, particularly those used for licensure or certification. The ratings of criticality and frequency of various activities that are derived from such job analyses can be combined in a number of ways. This paper develops a multiplicative model as a natural and effective way to combine ratings o f frequency and criticality in order to obtain estimates of the relative importance of different activities for practice. An example of the model's use is presented. The multiplicative model incorporates adjustments to ensure that the effective weights of frequency and criticality are appropriate. Copyright © 1989, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-0040298734"
"ROWE D.W.","ROWE, DEBORAH W. (7201668048)","7201668048","DOES RESEARCH SUPPORT THE USE OF “PURPOSE QUESTIONS” ON READING COMPREHENSION TESTS?","1986","Journal of Educational Measurement","23","1","","43","55","12","6","10.1111/j.1745-3984.1986.tb00233.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012447067&doi=10.1111%2fj.1745-3984.1986.tb00233.x&partnerID=40&md5=e64e8e8d6eebddd77666c98db3641dae","The inclusion of “purpose questions” before passages in reading comprehension tests is evaluated in light of recent research related to schema theory and adjunct questions. Schema‐theoretic studies of prepassage cues to the theme of a reading selection suggest that purpose questions may serve a schema activating function. Recent studies of higher level (nonliteral) prepassage questions also support this view. Conclusions commonly drawn from studies using literal level prepassage questions cannot be applied directly to the use of purpose questions on the Metropolitan Achievement Tests. While research supports the use of purpose questions, gaps and weaknesses in the available data exist. Suggestions for further study are provided. Copyright © 1986, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-85012447067"
"Tatsuoka K.K.","Tatsuoka, Kikumi K. (6603447775)","6603447775","Validation of Cognitive Sensitivity for Item Response Curves","1987","Journal of Educational Measurement","24","3","","233","245","12","17","10.1111/j.1745-3984.1987.tb00277.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988123003&doi=10.1111%2fj.1745-3984.1987.tb00277.x&partnerID=40&md5=3a29edf324af8effb6cf43a2275b750d","This study sought a scientific way to examine whether item response curves are influenced systematically by the cognitive processes underlying solution of the items in a procedural domain (addition of fractions). Starting from an expert teacher's logical task analysis and prediction of various erroneous rules and sources of misconceptions, an error diagnostic program was developed. This program was used to carry out an error analysis of test performance by three samples of students. After the cognitive structure of the subtasks was validated by a majority of the students, the items were characterized by their underlying subtask patterns. It was found that item response curves for items in the same categories were significantly more homogeneous than those in different categories. In other words, underlying cognitive subtasks appeared to systematically influence the slopes and difficulties of item response curves. Copyright © 1987, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988123003"
"Powell B.; Steelman L.C.","Powell, Brian (7202173513); Steelman, Lala Carr (7003565358)","7202173513; 7003565358","On State SAT Research: A Response to Wainer","1987","Journal of Educational Measurement","24","1","","84","89","5","4","10.1111/j.1745-3984.1987.tb00266.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928455132&doi=10.1111%2fj.1745-3984.1987.tb00266.x&partnerID=40&md5=addcc76fd27fce507ffdc7e96ad7ec4a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84928455132"
"Miller M.D.; Linn R.L.","Miller, M. David (55757783023); Linn, Robert L. (56126633100)","55757783023; 56126633100","Invariance of Item Characteristic Functions With Variations in Instructional Coverage","1988","Journal of Educational Measurement","25","3","","205","219","14","28","10.1111/j.1745-3984.1988.tb00303.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988077139&doi=10.1111%2fj.1745-3984.1988.tb00303.x&partnerID=40&md5=2cd423b933e7cbb015699f3598fde017","An assumption of item response theory is that a person's score is a function of the item response parameters and the person's ability. In this paper, the effect of variations in instructional coverage on item characteristic functions is examined. Using data from the Second International Mathematics Study (1985), curriculum clusters were formed based on teachers’ ratings of their students’ opportunities to learn the items on a test. After forming curriculum clusters, item response curves were compared using signed and unsigned sum of squared differences. Some of the differences in the item response curves between curriculum clusters were found to be large, but better performance was not necessarily related to greater opportunity to learn. The item response curve differences were much larger than differences reported in prior studies based on comparisons of black and white students. Implications of the findings for applications of item response theory to educational achievement test data are discussed Copyright © 1988, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988077139"
"Wilcox R.R.; Wilcox K.T.","Wilcox, Rand R. (7202527113); Wilcox, Karen Thompson (7005707462)","7202527113; 7005707462","Models of Decisionmaking Processes for Multiple‐Choice Test Items: An Analysis of Spatial Ability","1988","Journal of Educational Measurement","25","2","","125","136","11","1","10.1111/j.1745-3984.1988.tb00297.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988075070&doi=10.1111%2fj.1745-3984.1988.tb00297.x&partnerID=40&md5=7eeb3967551172cfd575e721fab21a52","Latent class models of decisionmaking processes related to multiple‐choice test items are extremely important and useful in mental test theory. However, building realistic models or studying the robustness of existing models is very difficult. One problem is that there are a limited number of empirical studies that address this issue. The purpose of this paper is to describe and illustrate how latent class models, in conjunction with the answer‐until‐correct format, can be used to examine the strategies used by examinees for a specific type of task. In particular, suppose an examinee responds to a multiple‐choice test item designed to measure spatial ability, and the examinee gets the item wrong. This paper empirically investigates various latent class models of the strategies that might be used to arrive at an incorrect response. The simplest model is a random guessing model, but the results reported here strongly suggest that this model is unsatisfactory. Models for the second attempt of an item, under an answer‐until‐correct scoring procedure, are proposed and found to give a good fit to data in most situations. Some results on strategies used to arrive at the first choice are also discussed Copyright © 1988, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988075070"
"Angoff W.H.","Angoff, William H. (16648034100)","16648034100","Does Guessing Really Help?","1989","Journal of Educational Measurement","26","4","","323","336","13","13","10.1111/j.1745-3984.1989.tb00337.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988090407&doi=10.1111%2fj.1745-3984.1989.tb00337.x&partnerID=40&md5=0ccb4fb82e806cbf48a9353ef0ae148c","This study examines the claim that attempting, or guessing at, more items yields improved formula scores. Two samples of students who had taken a form of the SA T‐ Verbal consisting of three parallel half‐hour sections, were used to form the following scores on each of the three sections: the number of attempts, a guessing index, the formula score, and (indirectly) an approximation to an ability score. Correlations were obtained separately for the two samples between the attempts, and the guessing index, on one section, the formula score on a second section, and ability as measured by the third section. The partial correlations obtained hovered near zero, suggesting, contrary to conventional opinion, that, on average, attempting more items and guessing are not helpful in yielding higher formula scores, and that, therefore, formula scoring is not generally disadvantageous to the student who is less willing to guess and attempt an item that he or she is not sure of. On closer examination, however, it became clear that the advantages of guessing depend, at least in part, on the ability of the examinee. Although the relationship is generally quite weak, it is apparently the case that more able examinees do tend to profit somewhat from guessing, and would therefore be disadvantaged by their reluctance to guess. On the other hand, less able examinees may lower their scores i f they guess. Copyright © 1989, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988090407"
"WAINER H.","WAINER, HOWARD (7006218234)","7006218234","FIVE PITFALLS ENCOUNTERED WHILE TRYING TO COMPARE STATES ON THEIR SAT SCORES","1986","Journal of Educational Measurement","23","1","","69","81","12","22","10.1111/j.1745-3984.1986.tb00235.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988082594&doi=10.1111%2fj.1745-3984.1986.tb00235.x&partnerID=40&md5=b3057202ef3c0133ad4b92477bdf6706","Recent research (Page & Feifs, 1985; Powell & Steelman, 1984; Steelman & Powell, 1985) attempts to draw inferences about the relative standing of the states on the basis of mean SAT scores. These papers point out that this cannot be done without statistically adjusting for various differences among the states. In this paper I identify five serious errors that, when made, call into question the validity of such inferences. In addition, I describe some plausible ways to avoid the errors. Copyright © 1986, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988082594"
"Frary R.B.","Frary, Robert B. (6602858608)","6602858608","The Effect of Inappropriate Omissions on Formula Scores: A Simulation Study","1989","Journal of Educational Measurement","26","1","","41","53","12","2","10.1111/j.1745-3984.1989.tb00317.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956137521&doi=10.1111%2fj.1745-3984.1989.tb00317.x&partnerID=40&md5=8a64f64d9c591651a32f96c6511bbebf","Responses to a 50‐item, four‐choice test were simulated for 1,000 examinees under conventional formula‐scoring instructions. One hundred ninety‐two simulation runs reflected variations in the average level o f item difficulty, the extent to which examinees tended to omit inappropriately (when the formulascoring directions recommended guessing), the extent to which they were misinformed (classified correct answers as distractors), the extent to which they guessed contrary to the formula‐scoring instructions, the extent to which examinee ability and tendency to omit inappropriately were correlated, the examinee ability level at which misinformation was most prevalent, and the extent to which item difficulty was related to the probability that an examinee would be misinformed. For each examinee, formula scores and expected formula scores were determined allowing and not allowing inappropriate omissions. Under certain conditions, failure to guess as recommended by the formula‐scoring instructions produced nontrivial proportions o f examinees with expected score losses o f one or more points. These conditions were a test o f at least moderate difficulty, a low level for the tendency to be misinformed, and at least a moderate level for the tendency to omit inappropriately. Copyright © 1989, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-77956137521"
"Willms J.D.; Raudenbush S.W.","Willms, J. Douglas (7003798144); Raudenbush, Stephen W. (7003383172)","7003798144; 7003383172","A Longitudinal Hierarchical Linear Model for Estimating School Effects and Their Stability","1989","Journal of Educational Measurement","26","3","","209","232","23","185","10.1111/j.1745-3984.1989.tb00329.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988123007&doi=10.1111%2fj.1745-3984.1989.tb00329.x&partnerID=40&md5=b34d488606a9ace606fb0a0d8df8df26","This paper presents a general longitudinal model for estimating school effects and their stability. Previous research on the stability of school performance over successive years has produced inconsistent findings. We argue that the findings have been inconsistent for at least two reasons: researchers have estimated different types of school effects, and they have not distinguished between instability due to true changes in school performance and instability due to measurement and sampling error. We describe two different types of school effects, each relevant to a different policy audience, and we present a longitudinal model that is capable of separating true changes in school effects from sampling and measurement error. The model also provides a means for estimating the effects of school policies and practices while controlling statistically for the effects of factors exogenous to the schooling system. This paper provides an example of the approach based on data describing two cohorts of students from one Education Authority in Scotland. It concludes with a discussion of the limitations of the model and implications for those collecting indicators of school performance for planning and evaluation purposes. Copyright © 1989, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988123007"
"Hirsch T.M.","Hirsch, Thomas M. (57064906200)","57064906200","Multidimensional Equating","1989","Journal of Educational Measurement","26","4","","337","349","12","11","10.1111/j.1745-3984.1989.tb00338.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988122557&doi=10.1111%2fj.1745-3984.1989.tb00338.x&partnerID=40&md5=e87e0d1d78da111613d221a631c84f6b","Equatings were performed on both simulated and real data sets using the common‐examinee design and two abilities for each examinee (i.e., two dimensions). Item and ability parameter estimates were found by using the Multidimensional Item Response Theory Estimation (MIRTE) program. The amount of equating error was evaluated by a comparison of the mean difference and the mean absolute difference between the true scores and ability estimates found on both tests for the common examinees used in the equating. The results indicated that effective equating, as measured by comparability o f true scores, was possible with the techniques used in this study. When the stability o f the ability estimates was examined, unsatisfactory results were found. Copyright © 1989, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988122557"
