"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"STALLINGS W.M.; ANDERSON F.E.","STALLINGS, WILLIAM M. (16437347300); ANDERSON, FRANCES E. (58422521700)","16437347300; 58422521700","SOME CHARACTERISTICS AND CORRELATES OF THE MEIER ART TEST OF AESTHETIC PERCEPTION UNDER TWO SYSTEMS OF SCORING","1969","Journal of Educational Measurement","6","3","","179","185","6","2","10.1111/j.1745-3984.1969.tb00676.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982342355&doi=10.1111%2fj.1745-3984.1969.tb00676.x&partnerID=40&md5=843c2095a1bc3de8b667356621a0499a","Unlike the Meier Art Test of Aesthetic Judgment, published data about the Meier Art Test of Aesthetic Perception (MATAP) are rare. Hence the goals of this study on the MATAP were to provide reliability and validity data and to test an alternate scoring system. With data from three samples, the MATAP exhibited unsatisfactory internal consistency and test‐retest reliability. Significant, but low, positive correlations were found with the Illinois Art Ability Test, the Kuder Artistic scale, and biographical items concerning art training and interests. The MATAP correlated negatively with the Child Test of Esthetic Sensitivity. Most art related course grades and all American College Testing Program scores were not significantly related to the MATAP. The psychometric benefits of the alternate scoring system appeared marginal. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982342355"
"LUNNEBORG C.E.; LUNNEBORG P.W.","LUNNEBORG, CLIFFORD E. (6506469204); LUNNEBORG, PATRICIA W. (6603213128)","6506469204; 6603213128","DEVIATIONS FROM PREDICTED GROWTH OF ABILITIES FOR MALE AND FEMALE COLLEGE STUDENTS","1969","Journal of Educational Measurement","6","3","","165","172","7","1","10.1111/j.1745-3984.1969.tb00674.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982341541&doi=10.1111%2fj.1745-3984.1969.tb00674.x&partnerID=40&md5=4f9a6f0433ebb3f332ce9f28aa4dc0f7","126 university seniors were retested with the same battery of precollege aptitude measures administered four years earlier. To evaluate the effect of different educational experiences and orientations, college test performance, corrected for level of high school performance, was correlated with amount of work taken in specific course areas, grades awarded in these areas, and inventory items relating to background and educational philosophy. The results support the notion of greater differentiation in the residual intellectual growth of males. Deviations from predicted growth on the college test performance indices were relatively uncorrelated with each other and more correlated with specific experiences for males than for females. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982341541"
"Khan S.B.","Khan, S.B. (57190712188)","57190712188","THE RELATIVE MAGNITUDE OF SPEED AND POWER IN SCAT","1968","Journal of Educational Measurement","5","4","","327","329","2","2","10.1111/j.1745-3984.1968.tb00647.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982341024&doi=10.1111%2fj.1745-3984.1968.tb00647.x&partnerID=40&md5=2c7b0cbaa38d23adc536479d627dbb7a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982341024"
"Perlberg A.","Perlberg, Arye (24458840200)","24458840200","PREDICTING ACADEMIC ACHIEVEMENTS OF ENGINEERING AND SCIENCE COLLEGE STUDENTS","1967","Journal of Educational Measurement","4","4","","241","246","5","3","10.1111/j.1745-3984.1967.tb00593.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982341662&doi=10.1111%2fj.1745-3984.1967.tb00593.x&partnerID=40&md5=7c808c7c2d900866bccc56c069d92cc8","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982341662"
"Bashaw W.L.","Bashaw, W.L. (6602482991)","6602482991","A NOTE ON CORRECTING ITEM‐TOTAL CORRELATIONS","1968","Journal of Educational Measurement","5","3","","263","264","1","0","10.1111/j.1745-3984.1968.tb00637.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982340975&doi=10.1111%2fj.1745-3984.1968.tb00637.x&partnerID=40&md5=85b2ad12d60cd06add4daee4ce0ec19a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982340975"
"Fremer J.; Coffman W.E.; Taylor P.H.","Fremer, John (6505860861); Coffman, William E. (25955174100); Taylor, Philip H. (56936229600)","6505860861; 25955174100; 56936229600","THE COLLEGE BOARD SCHOLASTIC APTITUDE TEST AS A PREDICTOR OF ACADEMIC ACHIEVEMENT IN SECONDARY SCHOOLS IN ENGLAND","1968","Journal of Educational Measurement","5","3","","235","241","6","0","10.1111/j.1745-3984.1968.tb00632.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982341422&doi=10.1111%2fj.1745-3984.1968.tb00632.x&partnerID=40&md5=98c795a6044a95a162b5d5f76854f3cb","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982341422"
"Hills J.R.; Gladney M.B.","Hills, John R. (16516588500); Gladney, Marilyn B. (57190708275)","16516588500; 57190708275","FACTORS INFLUENCING COLLEGE GRADING STANDARDS","1968","Journal of Educational Measurement","5","1","","31","39","8","6","10.1111/j.1745-3984.1968.tb00600.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982337958&doi=10.1111%2fj.1745-3984.1968.tb00600.x&partnerID=40&md5=e80e48d4d6e25101c51babaf992a0b07","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982337958"
"Rippey R.","Rippey, Robert (6603819473)","6603819473","PROBABILISTIC TESTING","1968","Journal of Educational Measurement","5","3","","211","215","4","24","10.1111/j.1745-3984.1968.tb00628.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982334168&doi=10.1111%2fj.1745-3984.1968.tb00628.x&partnerID=40&md5=a3474121de304c92c5ca1f40f5c4ce82","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982334168"
"QUARTER J.J.; LAXER R.M.","QUARTER, JACK J. (6602240635); LAXER, ROBERT M. (7005728631)","6602240635; 7005728631","SEX DIFFERENCES IN THE TAYLOR MANIFEST ANXIETY SCALE","1969","Journal of Educational Measurement","6","1","","21","23","2","3","10.1111/j.1745-3984.1969.tb00657.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982338808&doi=10.1111%2fj.1745-3984.1969.tb00657.x&partnerID=40&md5=69e04348d3d66cb7fcdca70eecb88a34","A study comparing the performance of males and females on the Taylor Manifest Anxiety Scale extended the previous findings of a differential response pattern for males and females to a Canadian high school population. An item analysis identified 12 of the 50 items as being responsible for the higher female scores. The scores for Canadian high school students in this study were found to fall midway between those of university students and those of psychiatric patients tested in previous studies. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982338808"
"Smith R.B.","Smith, Richard B. (57190712777)","57190712777","AN EMPIRICAL EXAMINATION OF THE ASSUMPTIONS UNDERLYING THE TAXONOMY OF EDUCATIONAL OBJECTIVES: COGNITIVE DOMAIN","1968","Journal of Educational Measurement","5","2","","125","128","3","11","10.1111/j.1745-3984.1968.tb00614.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982337672&doi=10.1111%2fj.1745-3984.1968.tb00614.x&partnerID=40&md5=18e50d5c20d2534a466b004f402fce64","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982337672"
"ABRAMSON T.","ABRAMSON, THEODORE (16433574100)","16433574100","THE INFLUENCE OF EXAMINER RACE ON FIRST‐GRADE AND KINDERGARTEN SUBJECTS' PEABODY PICTURE VOCABULARY TEST SCORES","1969","Journal of Educational Measurement","6","4","","241","246","5","10","10.1111/j.1745-3984.1969.tb00683.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982337431&doi=10.1111%2fj.1745-3984.1969.tb00683.x&partnerID=40&md5=b0a19b12210aaeca4deb7c58a7527845","This investigation examined the effect of the race of both the subjects (Ss) and examiners (Es) on the 5's performance on an individually administered vocabulary test. The tests administered by two white and two Negro Es to 88 and 113 white and Negro first‐grade and kindergarten Ss, respectively, in an integrated urban school found a small but statistically significant interaction of E's race and S's race on test performance for the first‐grade but not for the kindergarten. These findings are limited to young children who were in an urban school setting for at least five months and who were given an encoding type task by an adult whom they had usually seen at least once a day in their school environment. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982337431"
"SHOEMAKER D.M.","SHOEMAKER, DAVID M. (57029927000)","57029927000","NOTE ON THE ATTENUATING EFFECT OF ZERO‐VARIANCE ITEMS ON KR‐20","1969","Journal of Educational Measurement","6","4","","255","256","1","2","10.1111/j.1745-3984.1969.tb00685.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982343170&doi=10.1111%2fj.1745-3984.1969.tb00685.x&partnerID=40&md5=e5cd6de43ec57daddb7aae24215eb533","Kuder‐Richardson reliability formulas 20 and 21 should not be applied to tests containing items either answered correctly or incorrectly by all examinees. The extent to which KR‐20 is attenuated by zero‐variance items is derived. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982343170"
"FINCH C.R.","FINCH, CURTIS R. (57010778000)","57010778000","AN INSTRUMENT TO ASSESS STUDENT ATTITUDE TOWARD INSTRUCTION","1969","Journal of Educational Measurement","6","4","","257","258","1","3","10.1111/j.1745-3984.1969.tb00686.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982338488&doi=10.1111%2fj.1745-3984.1969.tb00686.x&partnerID=40&md5=c1cc751ee1b2b6489a3550d499bf06e0","An instrument for the assessment of student attitude toward a specific period of instruction is described. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982338488"
"MARSHALL J.C.; POWERS J.M.","MARSHALL, JON C. (55471943800); POWERS, JERRY M. (57190711469)","55471943800; 57190711469","WRITING NEATNESS, COMPOSITION ERRORS, AND ESSAY GRADES","1969","Journal of Educational Measurement","6","2","","97","101","4","56","10.1111/j.1745-3984.1969.tb00665.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982337158&doi=10.1111%2fj.1745-3984.1969.tb00665.x&partnerID=40&md5=b84e820d6c011c77ab2aa2ae7bf223d0","Twelve forms of an essay exam, identical in content but differing in writing neatness and types of composition errors, were graded by 420 prospective teachers. The results indicate that: (a) an essay response containing either 18 spelling errors or 18 grammar errors will be assigned significantly lower grades than the same response containing no gross composition errors; and (b) a good handwritten essay response will be assigned significantly higher grades than a fair handwritten response. Of particular interest was this latter result and the lack of significance between the mean grades assigned to the poor handwritten and typewritten forms and the mean grades assigned to the other writing forms. Furthermore, there was not a significant interaction effect between composition errors and writing neatness. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982337158"
"Bormuth J.R.","Bormuth, John R. (7801469307)","7801469307","CLOZE TEST READABILITY: CRITERION REFERENCE SCORES","1968","Journal of Educational Measurement","5","3","","189","196","7","97","10.1111/j.1745-3984.1968.tb00625.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982337314&doi=10.1111%2fj.1745-3984.1968.tb00625.x&partnerID=40&md5=357f48d04cba58d2353f407558f82b96","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982337314"
"Raun J.R.; Asta P.","Raun, John R. (57190707850); Asta, Patricia (6506878838)","57190707850; 6506878838","EFFECTS OF FAKING INSTRUCTIONS ON SALES MOTIVATION INVENTORY SCORES","1968","Journal of Educational Measurement","5","4","","339","340","1","0","10.1111/j.1745-3984.1968.tb00651.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982338525&doi=10.1111%2fj.1745-3984.1968.tb00651.x&partnerID=40&md5=4b810f86ef346ab76fdfb617b67b897c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982338525"
"Ryan J.J.","Ryan, James J. (57190712802)","57190712802","TEACHER JUDGMENTS OF TEST ITEM PROPERTIES","1968","Journal of Educational Measurement","5","4","","301","306","5","3","10.1111/j.1745-3984.1968.tb00642.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982342120&doi=10.1111%2fj.1745-3984.1968.tb00642.x&partnerID=40&md5=37e3667d8e500c4b0eba974433564fc5","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982342120"
"Hilton T.L.; Myers A.E.","Hilton, Thomas L. (25952469500); Myers, Albert E. (57206431305)","25952469500; 57206431305","PERSONAL BACKGROUND, EXPERIENCE AND SCHOOL ACHIEVEMENT: AN INVESTIGATION OF THE CONTRIBUTION OF QUESTIONNAIRE DATA TO ACADEMIC PREDICTION","1967","Journal of Educational Measurement","4","2","","69","80","11","7","10.1111/j.1745-3984.1967.tb00573.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982341791&doi=10.1111%2fj.1745-3984.1967.tb00573.x&partnerID=40&md5=61a1d58f9b1bffbace700225936f583e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982341791"
"ROCK D.A.; EVANS F.R.; KLEIN S.P.","ROCK, DONALD A. (7102591023); EVANS, FRANKLIN R. (7103220085); KLEIN, STEPHEN P. (7402064499)","7102591023; 7103220085; 7402064499","PREDICTING MULTIPLE CRITERIA OF CREATIVE ACHIEVEMENTS WITH MODERATOR VARIABLES","1969","Journal of Educational Measurement","6","4","","229","235","6","3","10.1111/j.1745-3984.1969.tb00681.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982339691&doi=10.1111%2fj.1745-3984.1969.tb00681.x&partnerID=40&md5=52d56c2bd8aedf76140bd1ab4dac2138","A moderated regression technique was applied to two samples, one of males and one of females, each of which had multiple predictor, moderator, and criterion information. One moderator was found that consistently identified a group of predictable individuals regardless of both sex and the three creative achievement criteria. This moderator was a modification of the Drews sociability scale and it indicated that those individuals who had little or no inclination towards social functions tended to be considerably more predictable than the remainder of the sample or when the group was taken as a whole. Within the low social groups, girls appeared to be somewhat more predictable than boys on two of the three creative achievement criteria, however the greatest discrepancy appeared in the writing criterion where the girls were substantially more predictable. Finally, the low sociability groups were characterized by greater predictive accuracy regardless of whether subgroup or overall prediction equations were used. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982339691"
"Brown F.G.; Scott D.A.","Brown, F.G. (7401462347); Scott, D.A. (57190709186)","7401462347; 57190709186","DIFFERENTIAL PREDICTABILITY IN COLLEGE ADMISSIONS TESTING","1967","Journal of Educational Measurement","4","3","","163","166","3","3","10.1111/j.1745-3984.1967.tb00585.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982342882&doi=10.1111%2fj.1745-3984.1967.tb00585.x&partnerID=40&md5=51c201cc756df81235b391c73d550262","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982342882"
"Uhl N.P.; Dayton C.M.","Uhl, Norman P. (6701599981); Dayton, C. Mitchell (7004616477)","6701599981; 7004616477","THE PREDICTION OF HIGH SCHOOL ACADEMIC PERFORMANCE USING VOCATIONAL INVENTORY SCORES","1968","Journal of Educational Measurement","5","2","","129","139","10","0","10.1111/j.1745-3984.1968.tb00615.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982335372&doi=10.1111%2fj.1745-3984.1968.tb00615.x&partnerID=40&md5=de9649efc5bdd89b419f4af12bb3b389","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982335372"
"Cleary T.A.","Cleary, T. Anne (7005072222)","7005072222","TEST BIAS: PREDICTION OF GRADES OF NEGRO AND WHITE STUDENTS IN INTEGRATED COLLEGES","1968","Journal of Educational Measurement","5","2","","115","124","9","403","10.1111/j.1745-3984.1968.tb00613.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982341556&doi=10.1111%2fj.1745-3984.1968.tb00613.x&partnerID=40&md5=a661fbf6a96c8043af94c25d72d4e7dc","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982341556"
"Anastasiow NicholaSJ.; Hansen D.","Anastasiow, NicholaSJ. (6603158501); Hansen, Duncan (24600025400)","6603158501; 24600025400","LINGUISTIC READING TEST NUMBER II","1968","Journal of Educational Measurement","5","3","","243","243","0","0","10.1111/j.1745-3984.1968.tb00633.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982342008&doi=10.1111%2fj.1745-3984.1968.tb00633.x&partnerID=40&md5=d31fcbbed5f7d13f746ec76d3bac9acb","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982342008"
"ROBINSON L.; SELIGMAN R.","ROBINSON, LORA (57190709536); SELIGMAN, RICHARD (36937314200)","57190709536; 36937314200","A SCALE FOR MEASURING CAMPUS MORALE","1969","Journal of Educational Measurement","6","2","","109","110","1","1","10.1111/j.1745-3984.1969.tb00667.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982342005&doi=10.1111%2fj.1745-3984.1969.tb00667.x&partnerID=40&md5=03acea974f235e828e80b9ab9c8cf71c","A campus morale scale, based on 22 items selected from Pace's College and University Environment Scales, is described. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982342005"
"HASTINGS J.T.","HASTINGS, J. THOMAS (7202027187)","7202027187","THE KITH AND KIN OF EDUCATIONAL MEASURERS","1969","Journal of Educational Measurement","6","3","","127","130","3","9","10.1111/j.1745-3984.1969.tb00668.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982338914&doi=10.1111%2fj.1745-3984.1969.tb00668.x&partnerID=40&md5=4cefb19b1d67c6aa4daaac07877e4e28","This discussion is a plea for educational measurement specialists to broaden the repertoire of methodologies for data collection and analysis by borrowing from elsewhere than psychology and agronomy. It suggests that such disciplines as history, economics, and sociology have techniques highly appropriate to evaluation of educational endeavors. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982338914"
"Severinsen K.N.","Severinsen, K. Norman (25954823600)","25954823600","A.C.T., W.A.I.S. TEST SCORES AND COLLEGE GRADES","1968","Journal of Educational Measurement","5","2","","161","162","1","1","10.1111/j.1745-3984.1968.tb00619.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982334792&doi=10.1111%2fj.1745-3984.1968.tb00619.x&partnerID=40&md5=014f898b55651fff11785f9d3cf3441f","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982334792"
"Hills J.R.; Gladney M.B.","Hills, John R. (16516588500); Gladney, Marilyn B. (57190708275)","16516588500; 57190708275","PREDICTING GRADES FROM BELOW CHANCE TEST SCORES","1968","Journal of Educational Measurement","5","1","","45","53","8","2","10.1111/j.1745-3984.1968.tb00602.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982342927&doi=10.1111%2fj.1745-3984.1968.tb00602.x&partnerID=40&md5=43f4c7207ca2c83cdc7f626b46be00ed","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982342927"
"Beggs D.L.; Hieronymus A.N.","Beggs, Donald L. (7003657448); Hieronymus, Albert N. (25955695500)","7003657448; 25955695500","UNIFORMITY OF GROWTH IN THE BASIC SKILLS THROUGHOUT THE SCHOOL YEAR AND DURING THE SUMMER","1968","Journal of Educational Measurement","5","2","","91","97","6","12","10.1111/j.1745-3984.1968.tb00609.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982337540&doi=10.1111%2fj.1745-3984.1968.tb00609.x&partnerID=40&md5=ff364fd79e7e2eea2aaa657a4a103975","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982337540"
"SABERS D.L.; WHITE G.W.","SABERS, DARRELL L. (6701710722); WHITE, GORDON W. (57190712703)","6701710722; 57190712703","THE EFFECT OF DIFFERENTIAL WEIGHTING OF INDIVIDUAL ITEM RESPONSES ON THE PREDICTIVE VALIDITY AND RELIABILITY OF AN APTITUDE TEST","1969","Journal of Educational Measurement","6","2","","93","96","3","16","10.1111/j.1745-3984.1969.tb00664.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982076111&doi=10.1111%2fj.1745-3984.1969.tb00664.x&partnerID=40&md5=9be520df7fec197efaf9bbc9ebe18605","An empirical investigation of the effect of choice weight scoring on predictive validity and reliability. Choice weight scoring refers to the procedure whereby different weights may be assigned to all the options of an item. Four groups of subjects were included in the experiment. Weights derived from each group were used to score tests for another group in order to assess the cross‐validity of the weighted scoring. In no case did the increments in reliability and validity due to the weighted scoring exceed .03. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982076111"
"POE C.A.","POE, CHARLES A. (7003436341)","7003436341","CONVERGENT AND DISCRIMINANT VALIDATION OF MEASURES OF PERSONAL NEEDS","1969","Journal of Educational Measurement","6","2","","103","107","4","6","10.1111/j.1745-3984.1969.tb00666.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982335401&doi=10.1111%2fj.1745-3984.1969.tb00666.x&partnerID=40&md5=faad602add80221c1b97533701103b9e","The criteria of convergent and discriminant validation proposed by Campbell & Fiske (1959) were applied to a multitrait‐multimethod matrix constructed from the intercorrelations of 15 need scales found in the Adjective Check List (ACL), the Edwards Personal Preference Schedule (EPPS), and a normative modification of the EPPS (N‐EPPS). The evidence, based upon 131 male and female college freshmen, supported the convergent and discriminant validity of the 15 needs when the two forms of the Edwards inventory were compared. When these two instruments were compared with the ACL, the criteria of convergent and discriminant validity were met, but only to a minimal extent. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982335401"
"Klein S.P.; Hart F.M.","Klein, Stephen P. (7402064499); Hart, Frederick M. (57217774596)","7402064499; 57217774596","CHANCE AND SYSTEMATIC FACTORS AFFECTING ESSAY GRADES","1968","Journal of Educational Measurement","5","3","","197","206","9","12","10.1111/j.1745-3984.1968.tb00626.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982334831&doi=10.1111%2fj.1745-3984.1968.tb00626.x&partnerID=40&md5=8e28399cb6f815e5bd9524c1787935c2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982334831"
"Dick W.","Dick, Walter (24288780900)","24288780900","A METHODOLOGY FOR THE FORMATIVE EVALUATION OF INSTRUCTIONAL MATERIALS","1968","Journal of Educational Measurement","5","2","","99","102","3","6","10.1111/j.1745-3984.1968.tb00610.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982070343&doi=10.1111%2fj.1745-3984.1968.tb00610.x&partnerID=40&md5=5d241ce35f9e069695e6f6657b9e1573","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982070343"
"FERRIS M.J.; NICHOLS D.G.","FERRIS, MANFORD J. (57190708571); NICHOLS, DARYL G. (57188889555)","57190708571; 57188889555","THE EFFECTS OF FOUR METHODS OF ADMINISTRATION ON TEST ACHIEVEMENT","1969","Journal of Educational Measurement","6","2","","85","91","6","1","10.1111/j.1745-3984.1969.tb00663.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982343140&doi=10.1111%2fj.1745-3984.1969.tb00663.x&partnerID=40&md5=b2292157a461d1bee8414932798b7c7f","The purpose of the study was to compare three methods of individual test administration (interview, self‐paced tape, speaker‐paced tape) and one group method (speaker‐paced tape). Individual administrations were done in carrels in a portable van. Subjects were third‐and seventh‐grade students in 15 California public schools. Overall differences among test administration methods on multiple‐choice test scores were not significant for either grade group; although for both grades, the mean score under the group administration method was highest. On short‐answer exercises, third‐graders performed significantly better in individual interview administrations. For seventh‐graders, scores on short‐answer questions were significantly higher under the interview and group speaker‐paced methods than under the individual speaker‐paced method. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982343140"
"Clark C.A.","Clark, Carl A. (57188905638)","57188905638","THE USE OF SEPARATE ANSWER SHEETS IN TESTING SLOW‐LEARNING PUPILS","1968","Journal of Educational Measurement","5","1","","61","64","3","4","10.1111/j.1745-3984.1968.tb00604.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982338395&doi=10.1111%2fj.1745-3984.1968.tb00604.x&partnerID=40&md5=acffafb298fb471ae65b2399b9a610aa","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982338395"
"Michael J.J.","Michael, Joan J. (57188898020)","57188898020","THE RELIABILITY OF A MULTIPLE‐CHOICE EXAMINATION UNDER VARIOUS TEST‐TAKING INSTRUCTIONS","1968","Journal of Educational Measurement","5","4","","307","314","7","19","10.1111/j.1745-3984.1968.tb00643.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982343384&doi=10.1111%2fj.1745-3984.1968.tb00643.x&partnerID=40&md5=dfb77e9bbad73a3af2ab8989176f91fc","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982343384"
"Terwilliger J.S.","Terwilliger, James S. (38962286700)","38962286700","INDIVIDUAL DIFFERENCES IN THE MARKING PRACTICES OF SECONDARY SCHOOL TEACHERS","1968","Journal of Educational Measurement","5","1","","9","15","6","1","10.1111/j.1745-3984.1968.tb00598.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982338276&doi=10.1111%2fj.1745-3984.1968.tb00598.x&partnerID=40&md5=b7cc6fa7c14872075e9d12324a258e40","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982338276"
"Gupta R.K.","Gupta, Ram K. (56960689400)","56960689400","CERTAIN TECHNIQUES OF MULTIVARIATE ANALYSIS APPLIED TO DIFFERENT MEASURES OF INTER‐ITEM RELATIONSHIPS FOR DEVELOPING UNIFACTOR TESTS","1968","Journal of Educational Measurement","5","3","","223","230","7","1","10.1111/j.1745-3984.1968.tb00630.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982337187&doi=10.1111%2fj.1745-3984.1968.tb00630.x&partnerID=40&md5=070cf7d7334401fb5a5ae1eb42156be1","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982337187"
"Braun J.R.; Faro D.L.","Braun, John R. (7403051571); Faro, Dolores La (57190709897)","7403051571; 57190709897","EFFECTIVENESS OF THE CALIFORNIA STUDY METHODS SURVEY VERIFICATION KEY IN DETECTING FAKING","1968","Journal of Educational Measurement","5","2","","167","168","1","0","10.1111/j.1745-3984.1968.tb00621.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982341403&doi=10.1111%2fj.1745-3984.1968.tb00621.x&partnerID=40&md5=5de063861cf1c06f42146ce9794ab75d","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982341403"
"Ebel R.L.","Ebel, Robert L. (16050366400)","16050366400","BLIND GUESSING ON OBJECTIVE ACHIEVEMENT TESTS","1968","Journal of Educational Measurement","5","4","","321","325","4","32","10.1111/j.1745-3984.1968.tb00646.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982340795&doi=10.1111%2fj.1745-3984.1968.tb00646.x&partnerID=40&md5=558cc9f1a6ef5606eb731814f9f86724","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982340795"
"Moore J.C.","Moore, James C. (55733548300)","55733548300","THE APPLICATION OF TRANSMITTER‐RECEIVER UNITS IN TEST ADMINISTRATION PROGRAMS","1968","Journal of Educational Measurement","5","4","","341","341","0","0","10.1111/j.1745-3984.1968.tb00652.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982342577&doi=10.1111%2fj.1745-3984.1968.tb00652.x&partnerID=40&md5=0d9c4ddd88cee9f6fe91df32935e0ba2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982342577"
"EBEL R.L.","EBEL, ROBERT L. (16050366400)","16050366400","THE RELATION OF SCALE FINENESS TO GRADE ACCURACY","1969","Journal of Educational Measurement","6","4","","217","221","4","11","10.1111/j.1745-3984.1969.tb00679.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982335315&doi=10.1111%2fj.1745-3984.1969.tb00679.x&partnerID=40&md5=4e5c8efc73cea2f8b7bca7e0772e1efe","The use of broad categories in grading is likely to increase the relative amount of error present in the measures on which the grades are based. This is true regardless of the degree of inaccuracy of those measures. An example to illustrate this generalization and an explanation of its basis in psychometric theory are presented. Copyright © 1969, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84982335315"
