Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
Kim S.; Von Davier A.A.; Haberman S.,"Kim, Sooyeon (56668293600); Von Davier, Alina A. (6506976799); Haberman, Shelby (14048312500)",56668293600; 6506976799; 14048312500,Small-sample equating using a synthetic linking function,2008,Journal of Educational Measurement,45,4,,325,342,17,25,10.1111/j.1745-3984.2008.00068.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049160452&doi=10.1111%2fj.1745-3984.2008.00068.x&partnerID=40&md5=01df4c5077838f460da285ab95af68c3,"This study addressed the sampling error and linking bias that occur with small samples in a nonequivalent groups anchor test design. We proposed a linking method called the synthetic function, which is a weighted average of the identity function and a traditional equating function (in this case, the chained linear equating function). Specifically, we compared the synthetic, identity, and chained linear functions for various-sized samples from two types of national assessments. One design used a highly reliable test and an external anchor, and the other used a relatively low-reliability test and an internal anchor. The results from each of these methods were compared to the criterion equating function derived from the total samples with respect to linking bias and error. The study indicated that the synthetic functions might be a better choice than the chained linear equating method when samples are not large and, as a result, unrepresentative. © 2008 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-57049160452
Penfield R.D.,"Penfield, Randall D. (6601923478)",6601923478,An odds ratio approach for assessing differential distractor functioning effects under the nominal response model,2008,Journal of Educational Measurement,45,3,,247,269,22,23,10.1111/j.1745-3984.2008.00063.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-50849131862&doi=10.1111%2fj.1745-3984.2008.00063.x&partnerID=40&md5=0d4ccf1d3f6b742100c55b7b719b8a58,"Investigations of differential distractor functioning (DDF) can provide valuable information concerning the location and possible causes of measurement invariance within a multiple-choice item. In this article, I propose an odds ratio estimator of the DDF effect as modeled under the nominal response model. In addition, I propose a simultaneous distractor-level (SDL) test of invariance based on the results of the distractor-level tests of DDF. The results of a simulation study indicated that the DDF effect estimator maintained good statistical properties under a variety of conditions, and the SDL test displayed substantially higher power than the traditional Mantel-Haenszel test of no DIF when the DDF effect varied in magnitude and/or size across the distractors. © 2008 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-50849131862
Finkelman M.; Nering M.L.; Roussos L.A.,"Finkelman, Matthew (24558635500); Nering, Michael L. (6602422746); Roussos, Louis A. (6603805095)",24558635500; 6602422746; 6603805095,A conditional exposure control method for multidimensional adaptive testing,2009,Journal of Educational Measurement,46,1,,84,103,19,21,10.1111/j.1745-3984.2009.01070.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-61349118689&doi=10.1111%2fj.1745-3984.2009.01070.x&partnerID=40&md5=1a6a67de772bc9b5292c489e22404d05,"In computerized adaptive testing (CAT), ensuring the security of test items is a crucial practical consideration. A common approach to reducing item theft is to define maximum item exposure rates, i.e., to limit the proportion of examinees to whom a given item can be administered. Numerous methods for controlling exposure rates have been proposed for tests employing the unidimensional 3-PL model. The present article explores the issues associated with controlling exposure rates when a multidimensional item response theory (MIRT) model is utilized and exposure rates must be controlled conditional upon ability. This situation is complicated by the exponentially increasing number of possible ability values in multiple dimensions. The article introduces a new procedure, called the generalized Stocking-Lewis method, that controls the exposure rate for students of comparable ability as well as with respect to the overall population. A realistic simulation set compares the new method with three other approaches: Kullback-Leibler information with no exposure control, Kullback-Leibler information with unconditional Sympson-Hetter exposure control, and random item selection. © 2009 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-61349118689
Gierl M.J.; Bisanz J.; Bisanz G.L.; Boughton K.A.,"Gierl, Mark J. (6701316189); Bisanz, Jeffrey (6701791781); Bisanz, Gay L. (6603029928); Boughton, Keith A. (6602432238)",6701316189; 6701791781; 6603029928; 6602432238,Identifying Content and Cognitive Skills that Produce Gender Differences in Mathematics: A Demonstration of the Multidimensionality-Based DIF Analysis Paradigm,2003,Journal of Educational Measurement,40,4,,281,306,25,47,10.1111/j.1745-3984.2003.tb01148.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842764845&doi=10.1111%2fj.1745-3984.2003.tb01148.x&partnerID=40&md5=64b08aece45716adc175ec794aa4b33d,"Progress has been made in developing statistical methods for identifying DIF items, but procedures to aid with the substantive interpretations of these items have lagged behind. To overcome this problem, Roussos and Stout (1996) proposed a multidimensionality-based DIF analysis paradigm. We illustrate and evaluate an application of this framework as it applied to the study of gender differences in mathematics. Four characteristics distinguish this study from previous research: the substantive analysis was guided by past research on the content and cognitive-related sources of gender differences in mathematics achievement, as presented in the taxonomy by Gallagher, De Lisi, Holst, McGillicuddy-De Lisi, Morely, and Cahalan (2000); the substantive analysis was conducted by reviewers who were highly knowledgeable about the cognitive strategies students use to solve math problems; three statistical methods were used to test hypotheses about gender differences, including SIBTEST, DIMTEST, and multiple linear regression; and the data were from a curriculum-based achievement test developed with the goal of minimizing obvious, content-related gender differences. We show that the framework can lead to clearly interpretable results and we highlight both the strengths and weaknesses of applying the Roussos and Stout framework to the study of group differences.",,,Article,Final,,Scopus,2-s2.0-1842764845
Pommerich M.; Segall D.O.,"Pommerich, Mary (6602421150); Segall, Daniel O. (6603798099)",6602421150; 6603798099,Local dependence in an operational CAT: Diagnosis and implications,2008,Journal of Educational Measurement,45,3,,201,223,22,9,10.1111/j.1745-3984.2008.00061.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-50849140447&doi=10.1111%2fj.1745-3984.2008.00061.x&partnerID=40&md5=a767d760b24eb0a0e2a1239065f2b9d4,"The accuracy of CAT scores can be negatively affected by local dependence if the CAT utilizes parameters that are misspecified due to the presence of local dependence and/or fails to control for local dependence in responses during the administration stage. This article evaluates the existence and effect of local dependence in a test of Mathematics Knowledge. Diagnostic tools were first used to evaluate the existence of local dependence in items that were calibrated under a 3PL model. A simulation study was then used to evaluate the effect of local dependence on the precision of examinee CAT scores when the 3PL model was used for selection and scoring. The diagnostic evaluation showed strong evidence for local dependence. The simulation suggested that local dependence in parameters had a minimal effect on CAT score precision, while local dependence in responses had a substantial effect on score precision, depending on the degree of local dependence present. © 2008 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-50849140447
Penfield R.D.,"Penfield, Randall D. (6601923478)",6601923478,Assessing differential step functioning in polytomous items using a common odds ratio estimator,2007,Journal of Educational Measurement,44,3,,187,210,23,40,10.1111/j.1745-3984.2007.00034.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547966148&doi=10.1111%2fj.1745-3984.2007.00034.x&partnerID=40&md5=ecb51a8e9066208de366ecbb15c5798a,"Many statistics used in the assessment of differential item functioning (DIF) in polytomous items yield a single item-level index of measurement invariance that collapses information across all response options of the polytomous item. Utilizing a single item-level index of DIF can, however, be misleading if the magnitude or direction of the DIF changes across the steps underlying the polytomous response process. A more comprehensive approach to examining measurement invariance in polytomous item formats is to examine invariance at the level of each step of the polytomous item, a framework described in this article as differential step functioning (DSF). This article proposes a nonparametric DSF estimator that is based on the Mantel-Haenszel common odds ratio estimator (Mantel & Haenszel, 1959), which is frequently implemented in the detection of DIF in dichotomous items. A simulation study demonstrated that when the level of DSF varied in magnitude or sign across the steps underlying the polytomous response options, the DSF-based approach typically provided a more powerful and accurate test of measurement invariance than did corresponding item-level DIF estimators. © 2007 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-34547966148
Finch H.; Habing B.,"Finch, Holmes (12767650300); Habing, Brian (6508232117)",12767650300; 6508232117,Comparison of NOHARM and DETECT in item cluster recovery: Counting dimensions and allocating items,2005,Journal of Educational Measurement,42,2,,149,169,20,15,10.1111/j.1745-3984.2005.00008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-21644458071&doi=10.1111%2fj.1745-3984.2005.00008&partnerID=40&md5=0f84e70e724d6049bc33a4353ce84416,"This study examines the performance of a new method for assessing and characterizing dimensionality in test data using the NOHARM model, and comparing it with DETECT. Dimensionality assessment is carried out using two goodness-of-fit statistics that are compared to reference x 2 distributions. A Monte Carlo study is used with item parameters based on a statewide basic skills assessment and the SAT. Other factors that are varied include the correlation among the latent traits, the number of items, the number of subjects, skewness of the latent traits, and the presence or absence of guessing. The performance of the two procedures is judged by the accuracy in determining the number of underlying dimensions, and the degree to which items are correctly clustered together. Results indicate that the new, NOHARM-based method appears to perform comparably to DETECT in terms of simultaneously finding the correct number of dimensions and clustering items correctly. NOHARM is generally better able to determine the number of underlying dimensions, but less able to group items together, than DETECT. When errors in item cluster assignment are made, DETECT is more likely to incorrectly separate items while NOHARM more often incorrectly groups them together.",,,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-21644458071
Andries Van Der Ark L.; Emons W.H.M.; Sijtsma K.,"Andries Van Der Ark, L. (6602260003); Emons, Wilco H. M. (6603733674); Sijtsma, Klaas (7004185286)",6602260003; 6603733674; 7004185286,Detecting answer copying using alternate test forms and seat locations in small-scale examinations,2008,Journal of Educational Measurement,45,2,,99,117,18,7,10.1111/j.1745-3984.2007.00055.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-43949141784&doi=10.1111%2fj.1745-3984.2007.00055.x&partnerID=40&md5=b4d5c942bdafc68df00440a674b44489,"Two types of answer-copying statistics for detecting copiers in small-scale examinations are proposed. One statistic identifies the ""copier- source"" pair, and the other in addition suggests who is copier and who is source. Both types of statistics can be used when the examination has alternate test forms. A simulation study shows that the statistics do not depend on the total-test score. Another simulation study compares the statistics with two known statistics, and shows that they have substantial power. The new statistics are applied to data from a small-scale examination (N = 230) with two alternate test forms. Auxiliary information on the seat location of the examinees and the test scores of the examinees was used to determine whether or not examinees could be suspected. © 2008 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-43949141784
Holland P.W.; Sinharay S.; Von Davier A.A.; Han N.,"Holland, Paul W. (7202792268); Sinharay, Sandip (6602980064); Von Davier, Alina A. (6506976799); Han, Ning (23972730600)",7202792268; 6602980064; 6506976799; 23972730600,An approach to evaluating the missing data assumptions of the chain and post-stratification equating methods for the NEAT design,2008,Journal of Educational Measurement,45,1,,17,43,26,17,10.1111/j.1745-3984.2007.00050.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-40549127201&doi=10.1111%2fj.1745-3984.2007.00050.x&partnerID=40&md5=8f0fdcdd415f4da17afba253cea5bd4e,"Two important types of observed score equating (OSE) methods for the non-equivalent groups with Anchor Test (NEAT) design are chain equating (CE) and post-stratification equating (PSE). CE and PSE reflect two distinctly different ways of using the information provided by the anchor test for computing OSE functions. Both types of methods include linear and nonlinear equating functions. In practical situations, it is known that the PSE and CE methods will give different results when the two groups of examinees differ on the anchor test. However, given that both types of methods are justified as OSE methods by making different assumptions about the missing data in the NEAT design, it is difficult to conclude which, if either, of the two is more correct in a particular situation. This study compares the predictions of the PSE and CE assumptions for the missing data using a special data set for which the usually missing data are available. Our results indicate that in an equating setting where the linking function is decidedly non-linear and CE and PSE ought to be different, both sets of predictions are quite similar but those for CE are slightly more accurate. © 2007 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-40549127201
Zwick R.; Greif Green J.,"Zwick, Rebecca (7004200859); Greif Green, Jennifer (56750617000)",7004200859; 56750617000,"New perspectives on the correlation of SAT scores, high school grades, and socioeconomic factors",2007,Journal of Educational Measurement,44,1,,23,45,22,60,10.1111/j.1745-3984.2007.00025.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249103355&doi=10.1111%2fj.1745-3984.2007.00025.x&partnerID=40&md5=6c77f6ec386717988d3d154a986fecc1,"In studies of the SAT, correlations of SAT scores, high school grades, and socioeconomic factors (SES) are usually obtained using a university as the unit of analysis. This approach obscures an important structural aspect of the data: The high school grades received by a given institution come from a large number of high schools, all of which have potentially different grading standards. SAT scores, on the other hand, can be assumed to have the same meaning across high schools. Our analyses of a large national sample show that, when pooled within-high-school analyses are applied, high school grades and class rank have larger correlations with family income and education than is evident in the results of typical analyses, and SAT scores have smaller associations with socioeconomic factors. SAT scores and high school grades, therefore, have more similar associations with SES than they do when only the usual across-high-school correlations are considered. © 2007 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-34249103355
Bridgeman B.; Cline F.,"Bridgeman, Brent (7005526936); Cline, Frederick (6603743489)",7005526936; 6603743489,Effects of differentially time-consuming tests on computer-adaptive test scores,2004,Journal of Educational Measurement,41,2,,137,148,11,33,10.1111/j.1745-3984.2004.tb01111.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-4544309331&doi=10.1111%2fj.1745-3984.2004.tb01111.x&partnerID=40&md5=c4e25362f34ec64fc244d3571868f6bf,"Time limits on some computer-adaptive tests (CATs) are such that many examinees have difficulty finishing, and some examinees may be administered tests with more time-consuming items than others. Results from over 100,000 examinees suggested that about half of the examinees must guess on the final six questions of the analytical section of the Graduate Record Examination if they were to finish before time expires. At the higher-ability levels, even more guessing was required because the questions administered to higher-ability examinees were typically more time consuming. Because the scoring model is not designed to cope with extended strings of guesses, substantial errors in ability estimates can be introduced when CATs have strict time limits. Furthermore, examinees who are administered tests with a disproportionate number of time-consuming items appear to get lower scores than examinees of comparable ability who are administered tests containing items that can be answered more quickly, though the issue is very complex because of the relationship of time and difficulty, and the multidimensionality of the test.",,,Article,Final,,Scopus,2-s2.0-4544309331
Oshima T.C.; Raju N.S.; Nanda A.O.,"Oshima, T.C. (55672664200); Raju, Nambury S. (7007121164); Nanda, Alice O. (12445047100)",55672664200; 7007121164; 12445047100,A new method for assessing the statistical significance in the Differential Functioning of Items and Tests (DFIT) framework,2006,Journal of Educational Measurement,43,1,,1,17,16,42,10.1111/j.1745-3984.2006.00001.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645118836&doi=10.1111%2fj.1745-3984.2006.00001.x&partnerID=40&md5=26d4da9badcda5593f0ebcea25a96608,"A new item parameter replication method is proposed for assessing the statistical significance of the noncompensatory differential item functioning (NCDIF) index associated with the differential functioning of items and tests framework. In this new method, a cutoff score for each item is determined by obtaining a (1 -α) percentile rank score from a frequency distribution of NCDIF values under the no-DIF condition by generating a large number of item parameters based on the item parameter estimates and their variance-covariance structures from a computer program such as BIILOG-MG3. This cutoff for each item can be used as the basis for determining whether a given NCDIF index is significantly different from zero. This new method has definite advantages over the current method and yields cutoff values that are tailored to a particular data set and a particular item. A Monte Carlo assessment of this new method is presented and discussed. © Copyright 2006 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-33645118836
Wollack J.A.; Cohen A.S.; Wells C.S.,"Wollack, James A. (6701334965); Cohen, Allan S. (55465451100); Wells, Craig S. (24167495500)",6701334965; 55465451100; 24167495500,A Method for Maintaining Scale Stability in the Presence of Test Speededness,2003,Journal of Educational Measurement,40,4,,307,330,23,42,10.1111/j.1745-3984.2003.tb01149.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842815176&doi=10.1111%2fj.1745-3984.2003.tb01149.x&partnerID=40&md5=36c9935e09226f09f67c6a837a69d2ca,"Administering tests under time constraints may result in poorly estimated item parameters, particularly for items at the end of the test (Douglas, Kim, Habing, & Gao, 1998; Oshima, 1994). Bolt, Cohen, and Wollack (2002) developed an item response theory mixture model to identify a latent group of examinees for whom a test is overly speeded, and found that item parameter estimates for end-of-test items in the nonspeeded group were similar to estimates for those same items when administered earlier in the test. In this study, we used the Bolt et al. (2002) method to study the effect of removing speeded examinees on the stability of a score scale over an 11-year period. Results indicated that using only the nonspeeded examinees for equating and estimating item parameters provided a more unidimensional scale, smaller effects of item parameter drift (including fewer drifting items), and less scale drift (i.e., bias) and variability (i.e., root mean squared errors) when compared to the total group of examinees.",,,Article,Final,,Scopus,2-s2.0-1842815176
Lei P.-W.; Chen S.-Y.; Yu L.,"Lei, Pui-Wa (7005391935); Chen, Shu-Ying (8344121900); Yu, Lan (55488246300)",7005391935; 8344121900; 55488246300,Comparing methods of assessing differential item functioning in a computerized adaptive testing environment,2006,Journal of Educational Measurement,43,3,,245,264,19,14,10.1111/j.1745-3984.2006.00015.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747293913&doi=10.1111%2fj.1745-3984.2006.00015.x&partnerID=40&md5=1617439011fd6db1a4a184b3c05f3a52,"Mantel-Haenszel and SIBTEST, which have known difficulty in detecting non-unidirectional differential item functioning (DIF), have been adapted with some success for computerized adaptive testing (CAT). This study adapts logistic regression (LR) and the item-response-theory-likelihood-ratio test (IRT-LRT), capable of detecting both unidirectional and non-unidirectional DIP, to the CAT environment in which pretest items are assumed to be seeded in CATs but not used for trait estimation. The proposed adaptation methods were evaluated with simulated data under different sample size ratios and impact conditions in terms of Type I error, power, and specificity in identifying the form of DIF. The adapted LR and IRT-LRT procedures are more powerful than the CAT version of SIBTEST for non-unidirectional DIF detection. The good Type I error control provided by IRT-LRT under extremely unequal sample sizes and large impact is encouraging. Implications of these and other findings are discussed.",,,Article,Final,,Scopus,2-s2.0-33747293913
Briggs D.C.; Wilson M.,"Briggs, Derek C. (7202334195); Wilson, Mark (55547134983)",7202334195; 55547134983,Generalizability in item response modeling,2007,Journal of Educational Measurement,44,2,,131,155,24,45,10.1111/j.1745-3984.2007.00031.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247880236&doi=10.1111%2fj.1745-3984.2007.00031.x&partnerID=40&md5=e2c19e8093882b325cbb8b712d0911a7,"An approach called generalizability in item response modeling (GIRM) is introduced in this article. The GIRM approach essentially incorporates the sampling model of generalizability theory (GT) into the scaling model of item response theory (IRT) by making distributional assumptions about the relevant measurement facets. By specifying a random effects measurement model, and taking advantage of the flexibility of Markov Chain Monte Carlo (MCMC) estimation methods, it becomes possible to estimate GT variance components simultaneously with traditional IRT parameters. It is shown how GT and IRT can be linked together, in the context of a single-facet measurement design with binary items. Using both simulated and empirical data with the software WinBUGS, the GIRM approach is shown to produce results comparable to those from a standard GT analysis, while also producing results from a random effects IRT model. © 2007 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-34247880236
Skaggs G.,"Skaggs, Gary (20436934200)",20436934200,Accuracy of random groups equating with very small samples,2005,Journal of Educational Measurement,42,4,,309,330,21,50,10.1111/j.1745-3984.2005.00018.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-30344465785&doi=10.1111%2fj.1745-3984.2005.00018.x&partnerID=40&md5=d4b6be093ea1c05ac21be0406aefcef4,"This study investigated the effectiveness of equating with very small samples using the random groups design. Of particular interest was equating accuracy at specific scores where performance standards might be set. Two sets of simulations were carried out, one in which the two forms were identical and one in which they differed by a tenth of a standard deviation in overall difficulty. These forms were equated using mean equating, linear equating, unsmoothed equipercentile equating, and equipercentile equating using two through six moments of log-linear presmoothing with samples of 25, 50, 75, 100, 150, and 200. The results indicated that identity equating was preferable to any equating method when samples were as small as 25. For samples of 50 and above, the choice of an equating method over identity equating depended on the location of the passing score relative to examinee performance. If passing scores were located below the mean, where data were sparser, mean equating produced the smallest percentage of misclassified examinees. For passing scores near the mean, all methods produced similar results with linear equating being the most accurate. For passing scores above the mean, equipercentile equating with 2-and 3-moment presmoothing were the best equating methods. Higher levels of presmoothing did not improve the results.",,,Article,Final,,Scopus,2-s2.0-30344465785
Schulz E.M.; Betebenner D.; Ahn M.,"Schulz, E. Matthew (57213119158); Betebenner, Damian (6602136214); Ahn, Meeyeon (7103352157)",57213119158; 6602136214; 7103352157,Hierarchical logistic regression in course placement,2004,Journal of Educational Measurement,41,3,,271,286,15,4,10.1111/j.1745-3984.2004.tb01166.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-6344270066&doi=10.1111%2fj.1745-3984.2004.tb01166.x&partnerID=40&md5=2d4989cc395370f97de6a20ff9b9f873,"Whether hierarchical logistic regression can reduce the sample size requirement for estimating optimal cutoff scores in a course placement service where predictive validity is measured by a threshold utility function is explored. Data from courses with varying class size were randomly partitioned into two halves per course. Non-hierarchical and hierarchical analyses were performed on each half. Compared to their nonhierarchical counterparts, hierarchically estimated cutoff scores from different halves were more stable and predicted course outcomes in the other half more accurately. These differences were mostpronounced with small samples. Sample size requirements for developing cutoff scores for course placement can be substantially reduced if hierarchical logistic regression is used.",,,Article,Final,,Scopus,2-s2.0-6344270066
Puhan G.; Moses T.P.; Grant M.C.; McHale F.,"Puhan, Gautam (12445769400); Moses, Timothy P. (12243516500); Grant, Mary C. (30267579700); McHale, Frederick (6603471703)",12445769400; 12243516500; 30267579700; 6603471703,Small-sample equating using a single-group nearly equivalent test (SiGNET) design,2009,Journal of Educational Measurement,46,3,,344,362,18,11,10.1111/j.1745-3984.2009.00085.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-69749086194&doi=10.1111%2fj.1745-3984.2009.00085.x&partnerID=40&md5=0743cf972e43dcfb5c3813545241a1eb,"A single-group (SG) equating with nearly equivalent test forms (SiGNET) design was developed by Grant to equate small-volume tests. Under this design, the scored items for the operational form are divided into testlets or mini tests. An additional testlet is created but not scored for the first form. If the scored testlets are testlets 1-6 and the unscored testlet is testlet 7, then the first form is composed of testlets 1-6 and the second form is composed of testlets 2-7. The seven testlets are administered as a single administered form, and when a sufficient number of examinees have taken the administered form, the second form (testlets 2-7) is equated to the first form (testlets 1-6) using an SG equating design. As evident, this design facilitates the use of an SG equating and allows for the accumulation of data, both of which may reduce equating error. This study compared equatings under the SiGNET and common-item equating designs and found lower equating error for the SiGNET design in very small sample size conditions (e.g., N = 10). © 2009 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-69749086194
Kupermintz H.,"Kupermintz, Haggai (6602984493)",6602984493,On the reliability of categorically scored examinations,2004,Journal of Educational Measurement,41,3,,193,204,11,2,10.1111/j.1745-3984.2004.tb01162.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-6344270068&doi=10.1111%2fj.1745-3984.2004.tb01162.x&partnerID=40&md5=abe18ca2eb2f7ed986d136bac70ade4a,A decision-theoretic approach to the question of reliability in categorically scored examinations is explored. The concepts of true scores and errors are discussed as they deviate from conventional psychometric definitions and measurement error in categorical scores is cast in terms of misclassifications. A reliability measure based on proportional reduction in loss (PRL) is then presented and exemplified with data from a large-scale assessment. The link between the PRL approach and the classical conception of reliability is discussed. Some design considerations for reliability studies are also discussed.,,,Article,Final,,Scopus,2-s2.0-6344270068
Bolt D.M.; Gierl M.J.,"Bolt, Daniel M. (7006174434); Gierl, Mark J. (6701316189)",7006174434; 6701316189,Testing features of graphical DIF: Application of a regression correction to three nonparametric statistical tests,2006,Journal of Educational Measurement,43,4,,313,333,20,17,10.1111/j.1745-3984.2006.00019.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845466950&doi=10.1111%2fj.1745-3984.2006.00019.x&partnerID=40&md5=1413dbc0753a5cc41d86ca9663bca95e,"Inspection of differential item functioning (DIF) in translated test items can be informed by graphical comparisons of item response functions (IRFs) across translated forms. Due to the many forms of DIF that can emerge in such analyses, it is important to develop statistical tests that can confirm various characteristics of DIF when present. Traditional nonparametric tests of DIF (Mantel-Haenszel, SIBTEST) are not designed to test for the presence of nonuniform or local DIF, while common probability difference (P-DIF) tests (e.g., SIBTEST) do not optimize power in testing for uniform DIF, and thus may be less useful in the context of graphical DIF analyses. In this article, modifications of three alternative nonparametric statistical tests for DIF, Fisher's χ 2 test, Cochran's Z test, and Goodman's U test (Marascuilo & Slaughter, 1981), are investigated for these purposes. A simulation study demonstrates the effectiveness of a regression correction procedure in improving the statistical performance of the tests when using an internal test score as the matching criterion. Simulation power and real data analyses demonstrate the unique information provided by these alternative methods compared to SIBTEST and Mantel-Haenszel in confirming various forms of DIF in translated tests.",,,Article,Final,,Scopus,2-s2.0-33845466950
Moses T.; Yang W.-L.; Wilson C.,"Moses, Tim (12243516500); Yang, Wen-Ling (7407758617); Wilson, Christine (55477609500)",12243516500; 7407758617; 55477609500,Using kernel equating to assess item order effects on test scores,2007,Journal of Educational Measurement,44,2,,157,178,21,16,10.1111/j.1745-3984.2007.00032.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247884310&doi=10.1111%2fj.1745-3984.2007.00032.x&partnerID=40&md5=d0df2aad0fe839d0a26c33146f7d05ce,"This study explored the use of kernel equating for integrating and extending two procedures proposed for assessing item order effects in test forms that have been administered to randomly equivalent groups. When these procedures are used together, they can provide complementary information about the extent to which item order effects impact test scores, in overall score distributions and also at specific test scores. In addition to detecting item order effects, the integrated procedures also suggest the equating function that most adequately adjusts the scores to mitigate the effects. To demonstrate, the statistical equivalences of alternate versions of two large-volume advanced placement exams were assessed. © 2007 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-34247884310
Dodeen H.,"Dodeen, Hamzeh (6507994960)",6507994960,The relationship between item parameters and item fit,2004,Journal of Educational Measurement,41,3,,261,270,9,9,10.1111/j.1745-3984.2004.tb01165.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-6344256833&doi=10.1111%2fj.1745-3984.2004.tb01165.x&partnerID=40&md5=148c25dde390d2e882b746f787f4e087,"The effect of item parameters (discrimination, difficulty, and level of guessing) on the item fit statistic was investigated using simulated dichotomous data. Nine tests were simulated using 1, 000 persons, 50 items, three levels of item discrimination, three levels of item difficulty, and three levels of guessing. The item fit was estimated using two fit statistics: the likelihood ratio statistic (ξB2), and the standardized residuals (SRs). All the item parameters were simulated to be normally distributed. Results showed that the levels of item discrimination and guessing affected the item-fit values. As the level of item discrimination or guessing increased, item-fit values increased and more items misfit the model. The level of item difficulty did not affect the item-fit statistic.",,,Article,Final,,Scopus,2-s2.0-6344256833
Wang W.-C.; Wilson M.; Shih C.-L.,"Wang, Wen-Chung (7501757876); Wilson, Mark (55547134983); Shih, Ching-Lin (36070940400)",7501757876; 55547134983; 36070940400,Modeling randomness in judging rating scales with a random-effects rating scale model,2006,Journal of Educational Measurement,43,4,,335,353,18,25,10.1111/j.1745-3984.2006.00020.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845383286&doi=10.1111%2fj.1745-3984.2006.00020.x&partnerID=40&md5=41d11267bf8a346e0e182b50f678798b,"This study presents the random-effects rating scale model (RE-RSM) which takes into account randomness in the thresholds over persons by treating them as random-effects and adding a random variable for each threshold in the rating scale model (RSM) (Andrich, 1978). The RE-RSM turns out to be a special case of the multidimensional random coefficients multinomial logit model (MRCMLM) (Adams, Wilson, & Wang, 1997) so that the estimation procedures for the MRCMLM can be directly applied. The results of the simulation indicated that when the data were generated from the RSM, using the RSM and the RE-RSM to fit the data made little difference: both resulting in accurate parameter recovery. When the data were generated from the RE-RSM, using the RE-RSM to fit the data resulted in unbiased estimates, whereas using the RSM resulted in biased estimates, large fit statistics for the thresholds, and inflated test reliability. An empirical example of 10 items with four-point rating scales was illustrated in which four models were compared: the RSM, the RE-RSM, the partial credit model (Masters, 1982), and the constrained random-effects partial credit model. In this real data set, the need for a random-effects formulation becomes clear.",,,Article,Final,,Scopus,2-s2.0-33845383286
Kang T.; Chen T.T.,"Kang, Taehoon (16480692700); Chen, Troy T. (25722919000)",16480692700; 25722919000,Performance of the generalized S-X2 item fit index for polytomous IRT models,2008,Journal of Educational Measurement,45,4,,391,406,15,123,10.1111/j.1745-3984.2008.00071.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049129930&doi=10.1111%2fj.1745-3984.2008.00071.x&partnerID=40&md5=faa8d8f1a06fb05fce453507a8a18479,"Orlando and Thissen's S-X2 item fit index has performed better than traditional item fit statistics such as Yen's Q1 and McKinley and Mill's G2 for dichotomous item response theory (IRT) models. This study extends the utility of S-X2 to polytomous IRT models, including the generalized partial credit model, partial credit model, and rating scale model. The performance of the generalized S-X2 in assessing item model fit was studied in terms of empirical Type I error rates and power and compared to G2. The results suggest that the generalized S-X 2 is promising for polytomous items in educational and psychological testing programs. © 2008 by the National Council on Measurement in Education.",,,Article,Final,,Scopus,2-s2.0-57049129930
