"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"POHLMANN J.T.; BEGGS D.L.","POHLMANN, JOHN T. (8921675000); BEGGS, DONALD L. (7003657448)","8921675000; 7003657448","A STUDY OF THE VALIDITY OF SELF‐REPORTED MEASURES OF ACADEMIC GROWTH","1974","Journal of Educational Measurement","11","2","","115","119","4","45","10.1111/j.1745-3984.1974.tb00980.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000974088&doi=10.1111%2fj.1745-3984.1974.tb00980.x&partnerID=40&md5=814988c13851ea8194e0a20278963389","This study was undertaken to examine the relationship between self‐reported and pre‐post measures of academic growth. Self‐reported and pre‐post measures were obtained in three areas, simple cognitive, complex cognitive, and attitudinal. The subjects were 162 graduate students enrolled in six different graduate courses. Partial correlations relating self‐reported measures of growth to posttest performance on measures of achievement (simple and complex cognitive)and attitude, controlling for pretest performance indicated that self‐reported measures of academic growth were primarily related to growth in attitudes toward the subject matter of a course. Copyright © 1974, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-0000974088"
"GREENWOOD G.E.; BRIDGES C.M., JR; WARE W.B.; MCLEAN J.E.","GREENWOOD, GORDON E. (16509901500); BRIDGES, CHARLES M. (57191121534); WARE, WILLIAM B. (7006828442); MCLEAN, JAMES E. (57024458500)","16509901500; 57191121534; 7006828442; 57024458500","STUDENT EVALUATION OF COLLEGE TEACHING BEHAVIORS","1974","Journal of Educational Measurement","11","2","","141","143","2","2","10.1111/j.1745-3984.1974.tb00986.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939299752&doi=10.1111%2fj.1745-3984.1974.tb00986.x&partnerID=40&md5=32858832d1a10f1835d7802be1663aaa","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84939299752"
"SIMON A.J.; JOINER L.M.","SIMON, ALAN J. (57195041219); JOINER, LEE M. (6603807223)","57195041219; 6603807223","A MEXICAN VERSION OF THE PEABODY PICTURE VOCABULARY TEST","1976","Journal of Educational Measurement","13","2","","137","143","6","1","10.1111/j.1745-3984.1976.tb00004.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951606002&doi=10.1111%2fj.1745-3984.1976.tb00004.x&partnerID=40&md5=c972e0bd026e50a5a8714b18df3930c0","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-79951606002"
"SWAMINATHAN H.; HAMBLETON R.K.; ALGINA J.","SWAMINATHAN, H. (6602382602); HAMBLETON, RONALD K. (7006242264); ALGINA, JAMES (7003768166)","6602382602; 7006242264; 7003768166","A BAYESIAN DECISION‐THEORETIC PROCEDURE FOR USE WITH CRITERION‐REFERENCED TESTS","1975","Journal of Educational Measurement","12","2","","87","98","11","32","10.1111/j.1745-3984.1975.tb01011.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0010216024&doi=10.1111%2fj.1745-3984.1975.tb01011.x&partnerID=40&md5=809fc916c2d39c1bf4cc4fc9d08d6912","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-0010216024"
"LaVOIE A.L.; BENTLER P.M.","LaVOIE, ALLAN L. (24580579900); BENTLER, P.M. (7005482427)","24580579900; 7005482427","A SHORT‐FORM MEASURE OF THE EXPANDED SEVEN‐DIMENSIONAL SEMANTIC SPACE","1974","Journal of Educational Measurement","11","1","","65","66","1","2","10.1111/j.1745-3984.1974.tb00974.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925887641&doi=10.1111%2fj.1745-3984.1974.tb00974.x&partnerID=40&md5=e1edd858cbb40f523adc5ee784560de6","A short‐form measure of an expanded seven‐dimensional semantic differential was developed. The shorter scales were shown to correlate highly with the longer scales, and their internal consistencies were sufficiently high to warrant use in most educational settings. Copyright © 1974, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84925887641"
"ANDERSON T.H.","ANDERSON, THOMAS H. (56971798700)","56971798700","CLOZE MEASURES AS INDICES OF ACHIEVEMENT COMPREHENSION WHEN LEARNING FROM EXTENDED PROSE","1974","Journal of Educational Measurement","11","2","","83","92","9","10","10.1111/j.1745-3984.1974.tb00976.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993826108&doi=10.1111%2fj.1745-3984.1974.tb00976.x&partnerID=40&md5=0e088616052b7b4c2f8cf87c84e6231a","The hypothesis that cloze measures are a function of content achievement among adult learners and, consequently, should be sensitive to instructional treatments was tested in two experimental studies. College juniors and seniors took tests immediately before (pre), immediately after (post) and four weeks after (delay) studying a prose passage. The types of tests administered in each session were: (I) a 20‐item multiple‐choice test, (2) a reproduction passage cloze test, (3) a recognition passage cloze test, (4) a reproduction summary cloze test, and (5) a recognition summary cloze test. All tests show significant differences between pre‐ and posteonditions, and between recognition and reproduction modes. The reproduction summary cloze test was found to be the most sensitive to the instructional treatment, as indicated by an oJ 2 statistic on pre‐post measures. The summary cloze tests were resistant to forgetting while the cloze passage and multiple‐choice tests show significant decreases in performance over the four week delay interval. Copyright © 1974, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84993826108"
"JACOBS S.S.","JACOBS, STANLEY S. (7402313169)","7402313169","BEHAVIOR ON OBJECTIVE TESTS UNDER THEORETICALLY ADEQUATE, INADEQUATE AND UNSPECIFIED SCORING RULES","1975","Journal of Educational Measurement","12","1","","19","29","10","1","10.1111/j.1745-3984.1975.tb01005.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954643209&doi=10.1111%2fj.1745-3984.1975.tb01005.x&partnerID=40&md5=1d32f4283b54db3c0664b804ff53d264","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84954643209"
"O'SULLIVAN M.; GUILFORD J.P.","O'SULLIVAN, MAUREEN (57195375531); GUILFORD, J.P. (7004163624)","57195375531; 7004163624","SIX FACTORS OF BEHAVIORAL COGNITION: UNDERSTANDING OTHER PEOPLE","1975","Journal of Educational Measurement","12","4","","255","271","16","31","10.1111/j.1745-3984.1975.tb01027.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015531656&doi=10.1111%2fj.1745-3984.1975.tb01027.x&partnerID=40&md5=6d89964bb4dacbf567a9f3361af9e4bf","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85015531656"
"KANSUP W.; HAKSTIAN A.R.","KANSUP, WANLOP (57195043408); HAKSTIAN, A. RALPH (6701603762)","57195043408; 6701603762","A COMPARISON OF SEVERAL METHODS OF ASSESSING PARTIAL KNOWLEDGE IN MULTIPLE‐CHOICE TESTS: I. SCORING PROCEDURES","1975","Journal of Educational Measurement","12","4","","219","230","11","23","10.1111/j.1745-3984.1975.tb01023.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014091259&doi=10.1111%2fj.1745-3984.1975.tb01023.x&partnerID=40&md5=229e51729a9394677314c4060a35289c","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85014091259"
"ALEAMONI L.M.; GRAHAM M.H.","ALEAMONI, LAWRENCE M. (8252944000); GRAHAM, MARGARET H. (57215758125)","8252944000; 57215758125","THE RELATIONSHIP BETWEEN CEQ RATINGS AND INSTRUCTOR'S RANK, CLASS SIZE, AND COURSE LEVEL","1974","Journal of Educational Measurement","11","3","","189","202","13","33","10.1111/j.1745-3984.1974.tb00990.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979446674&doi=10.1111%2fj.1745-3984.1974.tb00990.x&partnerID=40&md5=3c9a65a1d55e1167f07f89c63d1be518","A study was conducted to determine if the tendency for faculty members of higher rank to receive the highest ratings on the Illinois Course Evaluation Questionnaire (CEQ) remained when variables such as class size and course level were taken into account. The relationship between CEQ ratings and instructor's rank, class size, and level of course was examined by means of multivariate analysis of variance (MANOVA). Dependent variables were the six subscales of the CEQ. As hypothesized there were no significant differences in ratings assigned by students in small (1‐20 students), medium (21‐40 students), and large (over 40 students) classes, or received by teaching assistants, instructors, and assistant, associate, and full professors. Highly significant differences, however, were found in ratings assigned by students in freshman, sophomore, junior, senior, and graduate level courses. In addition, significant size by level and size by rank interaction effects were found. Discriminant functions computed for effects found to be significant yielded information concerning the extent and direction of these significant differences. Copyright © 1974, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84979446674"
"CARDINET J.; TOURNEUR W.; ALLAL L.","CARDINET, JEAN (16545382900); TOURNEUR, WAN (57195040957); ALLAL, LINDA (23033009400)","16545382900; 57195040957; 23033009400","THE SYMMETRY OF GENERALIZABILITY THEORY: APPLICATIONS TO EDUCATIONAL MEASUREMENT","1976","Journal of Educational Measurement","13","2","","119","135","16","96","10.1111/j.1745-3984.1976.tb00003.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911350097&doi=10.1111%2fj.1745-3984.1976.tb00003.x&partnerID=40&md5=8760973ece4528431954cf94edf0bf47","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84911350097"
"HARRIS C.W.","HARRIS, CHESTER W. (16535830400)","16535830400","NOTE ON THE VARIANCES AND COVARIANCES OF THREE ERROR TYPES","1973","Journal of Educational Measurement","10","1","","49","50","1","2","10.1111/j.1745-3984.1973.tb00781.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024989203&doi=10.1111%2fj.1745-3984.1973.tb00781.x&partnerID=40&md5=1683ef24e710fb1ffed618a57a036400","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85024989203"
"WILLIAMS T.H.","WILLIAMS, TREVOR H. (57212730665)","57212730665","THE WECHSLER SCALES: PARENTS AND (MALE) CHILDREN","1975","Journal of Educational Measurement","12","2","","119","128","9","2","10.1111/j.1745-3984.1975.tb01015.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-12144280411&doi=10.1111%2fj.1745-3984.1975.tb01015.x&partnerID=40&md5=3b3586682b0cc41cec8a9466c67e0e58","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-12144280411"
"DARLINGTON R.B.","DARLINGTON, RICHARD B. (59025395800)","59025395800","A DEFENSE OF “RATIONAL” PERSONNEL SELECTION, AND TWO NEW METHODS","1976","Journal of Educational Measurement","13","1","","43","52","9","8","10.1111/j.1745-3984.1976.tb00180.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924499695&doi=10.1111%2fj.1745-3984.1976.tb00180.x&partnerID=40&md5=f61879755828214ddb43c90d0914543b","This paper presents two new techniques for use in personnel selection. One is a simple graphical technique which non‐technical personnel can use to help in deciding how many minority applicants to admit to an institution. The other is a large‐scale computer technique which an institution can use to increase personnel diversity on many variables (including culture) simultaneously. Both techniques appear to have major advantages over the particular technique this author advocated previously (1971). However, the new techniques are based on the same general view the author has expressed earlier (1971, 1973): that personnel selection questions concerning culture must be handled rationally—that is, by human judgment—rather than by mechanical formulas. Early sections of the paper summarize and defend that view. Copyright © 1976, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84924499695"
"JENSEN A.R.","JENSEN, ARTHUR R. (7403021170)","7403021170","THE EFFECT OF RACE OF EXAMINER ON THE MENTAL TEST SCORES OF WHITE AND BLACK PUPILS","1974","Journal of Educational Measurement","11","1","","1","14","13","9","10.1111/j.1745-3984.1974.tb00965.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014198647&doi=10.1111%2fj.1745-3984.1974.tb00965.x&partnerID=40&md5=bbd41116dd43d92ac5b1f1ded4320660","An entire elementary school system with 60% white and 40% black pupils was given several abiity tests group‐administered by 12 white and eight black examiners (Es). The tests measured verbal and nonverbal IQ, perceptual‐motor cognitive development, “speed and persistence” under neutral and motivating instructions, listening‐attention, and short‐term rote memory for numbers. With the exception of the “speed and persistence” test, on which white Es yielded significantly and consistently higher mean scores than black Es for both white and black pupils across grades one to six, the results for the various cognitive ability tests showed that the race of the E did not produce large or consistent effects in the testing of white and black pupils. Copyright © 1974, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-85014198647"
"HOEPFNER R.; DOHERTY W.J.","HOEPFNER, RALPH (6603567303); DOHERTY, WILLIAM J. (57195042280)","6603567303; 57195042280","PRIORITIES OF TEST PUBLISHERS","1973","Journal of Educational Measurement","10","2","","85","93","8","0","10.1111/j.1745-3984.1973.tb00786.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024939202&doi=10.1111%2fj.1745-3984.1973.tb00786.x&partnerID=40&md5=b81e7755c8b05bd17a5561bf55eeaec2","The profiles of seven major publishers of elementary‐level tests were prepared from systematic ratings of the qualities of their tests. Meaningful rating differences among the publishers’ priorities were found and three types of publishers could be identified and described. Copyright © 1973, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-85024939202"
"HANNA G.S.","HANNA, GERALD S. (24325536600)","24325536600","INCREMENTAL RELIABILITY AND VALIDITY OF MULTIPLE‐CHOICE TESTS WITH AN ANSWER‐UNTIL‐CORRECT PROCEDURE","1975","Journal of Educational Measurement","12","3","","175","178","3","15","10.1111/j.1745-3984.1975.tb01019.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994764134&doi=10.1111%2fj.1745-3984.1975.tb01019.x&partnerID=40&md5=f9e848033fbb2df760e2b3d6a3a9cc23","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84994764134"
"GOLDMAN R.D.; RICHARDS R.","GOLDMAN, ROY D. (7402001118); RICHARDS, REGINA (57195045097)","7402001118; 57195045097","THE SAT PREDICTION OF GRADES FOR MEXICAN‐AMERICAN VERSUS ANGLO‐AMERICAN STUDENTS AT THE UNIVERSITY OF CALIFORNIA, RIVERSIDE","1974","Journal of Educational Measurement","11","2","","129","135","6","14","10.1111/j.1745-3984.1974.tb00983.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973819714&doi=10.1111%2fj.1745-3984.1974.tb00983.x&partnerID=40&md5=cd776b14a5f0a8540ffcfe36d9e311e8","The regression equations for second quarter freshman grade point averages on SAT scores were calculated for Anglo‐American and Mexican‐American students at the University of California, Riverside. These regression equations differed significantly for the two groups. However, the use of the regression equation derived from the Anglo‐American sample to predict grades of Mexican‐American students resulted in overprediction. An examination of the standardized regression weights revealed a significant difference in the weight given to SATM. A replication on a much larger sample revealed a similar outcome. These results were considered as a possible heuristic to suggest a scholastic “'strategy” difference between the two ethnic groups. Copyright © 1974, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84973819714"
"MARCO G.L.","MARCO, GARY L. (57065132200)","57065132200","A COMPARISON OF SELECTED SCHOOL EFFECTIVENESS MEASURES BASED ON LONGITUDINAL DATA","1974","Journal of Educational Measurement","11","4","","225","234","9","16","10.1111/j.1745-3984.1974.tb00994.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988055457&doi=10.1111%2fj.1745-3984.1974.tb00994.x&partnerID=40&md5=074e16857a231367b61915d57d5f16f4","The purpose of this study was to compare nine school effectiveness indices computed by five different methods from longitudinal data. The data consisted of Total Reading scores from the Metropolitan Primary II Achievement Test administered to third‐graders in 70 elementary schools. The various school effectiveness indices differed somewhat from one another and had different correlational patterns with other variables. Further, most of the school effectiveness indices were highly stable across samples. The methods should be tried out in schools of reputed quality, so that the validities of the various indices can be studied. The stabilities of the various school effectiveness indices over time should also be studied. Copyright © 1974, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84988055457"
"WASHINGTON W.N.; GODFREY R.R.","WASHINGTON, WILLIAM N. (57030066200); GODFREY, R. RICHARD (57195041021)","57030066200; 57195041021","THE EFFECTIVENESS OF ILLUSTRATED ITEMS","1974","Journal of Educational Measurement","11","2","","121","124","3","5","10.1111/j.1745-3984.1974.tb00981.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911149174&doi=10.1111%2fj.1745-3984.1974.tb00981.x&partnerID=40&md5=3ce8ded845c08fedde920b706d4434e5","Two problems in test development relate to the use of illustrations: (1) Do illustrated items perform better than written items, and (2) Does item performance vary as a function of the type and size of the illustration? A sample of 63 tests was drawn from all the Air Force Specialty Knowledge Tests containing illustrations. These 63 tests had been administered to approximately 28,261 airmen under operational conditions. Item statistics between illustrated and written items drawn from the same content areas were compared using F ratios. The results indicated: (1) That illustrated items in general performed slightly better than matched written items; (2) That the best‐performing category of illustrated items was tables. Copyright © 1974, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84911149174"
"BAUSELL R.B.; SCHWARTZ S.; PUROHIT A.","BAUSELL, R. BARKER (7003552786); SCHWARTZ, STANLEY (57215758385); PUROHIT, ANAL (57215759712)","7003552786; 57215758385; 57215759712","AN EXAMINATION OF THE CONDITIONS UNDER WHICH VARIOUS STUDENT RATING PARAMETERS REPLICATE ACROSS TIME","1975","Journal of Educational Measurement","12","4","","273","280","7","15","10.1111/j.1745-3984.1975.tb01028.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017269448&doi=10.1111%2fj.1745-3984.1975.tb01028.x&partnerID=40&md5=c871fc79a56ae04ba44b438ec356a0b4","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-85017269448"
"DIAMOND J.J.","DIAMOND, JAMES J. (57018442400)","57018442400","A PRELIMINARY STUDY OF THE RELIABILITY AND VALIDITY OF A SCORING PROCEDURE BASED UPON CONFIDENCE AND PARTIAL INFORMATION","1975","Journal of Educational Measurement","12","2","","129","133","4","5","10.1111/j.1745-3984.1975.tb01016.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977046451&doi=10.1111%2fj.1745-3984.1975.tb01016.x&partnerID=40&md5=432a646925d37a5a3b42d3626131640a","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84977046451"
"RAMOS R.A.; STERN J.","RAMOS, ROBERT A. (57646203800); STERN, JUNE (57195041228)","57646203800; 57195041228","ITEM BEHAVIOR ASSOCIATED WITH CHANGES IN THE NUMBER OF ALTERNATIVES IN MULTIPLE CHOICE ITEMS","1973","Journal of Educational Measurement","10","4","","305","310","5","8","10.1111/j.1745-3984.1973.tb00808.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973845252&doi=10.1111%2fj.1745-3984.1973.tb00808.x&partnerID=40&md5=6f394b0a17cc304457187638fba9d47b","Language reading examinations in French and Spanish were administered to students in order to compare the behavior of “natural” four‐choice items with “natural” five‐choice items rescored as four‐choice items after removing the least popular incorrect alternative. No significant differences in the regression systems of these items were found. However, “natural” four‐choice items were significantly less reliable than “natural” five‐choice items. Copyright © 1973, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84973845252"
"MUELLER D.J.; SHWEDEL A.","MUELLER, DANIEL J. (8967208200); SHWEDEL, ALLAN (6506824959)","8967208200; 6506824959","SOME CORRELATES OF NET GAIN RESULTANT FROM ANSWER CHANGING ON OBJECTIVE ACHIEVEMENT TEST ITEMS","1975","Journal of Educational Measurement","12","4","","251","254","3","25","10.1111/j.1745-3984.1975.tb01026.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988050680&doi=10.1111%2fj.1745-3984.1975.tb01026.x&partnerID=40&md5=6a51102e4bfd46c5a62c6ee4d3f72c22","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84988050680"
"BECK M.D.","BECK, MICHAEL D. (58381248900)","58381248900","ACHIEVEMENT TEST RELIABILITY AS A FUNCTION OF PUPIL‐RESPONSE PROCEDURES","1974","Journal of Educational Measurement","11","2","","109","114","5","3","10.1111/j.1745-3984.1974.tb00979.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023731780&doi=10.1111%2fj.1745-3984.1974.tb00979.x&partnerID=40&md5=ec6dc39db9cb714e7b99b1ab90b71c01","Muller, Calhoun, and Orling (1972) conclude that test reliability is dependent on the type of answer document used by elementary pupils. The present study was designed in part to assess the differential effect of two pupil response procedures (answering directly in the test booklet versus on a separate answer folder) on Metropolitan Achievement Tests scores of grades 3 and 4 pupils. Over 4000 pupils from nine school systems took the Metropolitan, half responding in their booklets and half using answer folders. The two groups were matched by grade in general scholastic aptitude. Although the separate answer folder group received lower scores than did the group responding in the test booklets, the score reliabilities did not differ significantly for any test. Additionally, these reliabilities did not differ significantly from comparable Metropolitan normative reliabilities. For survey achievement tests such as Metropolitan, test reliability would not appear to depend on pupil response mode. Copyright © 1974, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-85023731780"
"TRENTHAM L.L.","TRENTHAM, LANDA L. (6505586268)","6505586268","THE EFFECT OF DISTRACTIONS ON SIXTH‐GRADE STUDENTS IN A TESTING SITUATION","1975","Journal of Educational Measurement","12","1","","13","16","3","2","10.1111/j.1745-3984.1975.tb01004.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950617124&doi=10.1111%2fj.1745-3984.1975.tb01004.x&partnerID=40&md5=cbe2bad6a12ca308041c2a46c70c0a4e","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-77950617124"
"WOODSON M.I.CHAS.E.","WOODSON, M.I.CHAS.E. (6602718801)","6602718801","THE ISSUE OF ITEM AND TEST VARIANCE FOR CRITERION‐REFERENCED TESTS","1974","Journal of Educational Measurement","11","1","","63","64","1","7","10.1111/j.1745-3984.1974.tb00973.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024955247&doi=10.1111%2fj.1745-3984.1974.tb00973.x&partnerID=40&md5=1d1b78466fd22b7c893549afccb02644","It has been argued that item variance and test variance are not necessary characteristics for criterion‐referenced tests, although they are necessary for normreferenced tests. This position is in error because it considers sample statistics as the criteria for evaluating items and tests. Within a particular sample, an item or test may have no variance, but in the population of observations for which the test was designed, calibrated, and evaluated, both items and tests must have variance. Copyright © 1974, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-85024955247"
"BHUSHAN V.","BHUSHAN, VIDYA (57189189656)","57189189656","ADAPTATION OF AN INTELLIGENCE TEST FROM ENGLISH TO FRENCH","1974","Journal of Educational Measurement","11","1","","43","48","5","2","10.1111/j.1745-3984.1974.tb00969.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965928412&doi=10.1111%2fj.1745-3984.1974.tb00969.x&partnerID=40&md5=dabd3a95836e95c9118130f682314254","This study aimed to discover the usefulness of adapting the Otis Quick‐Scoring Mental Ability Tests for the French culture. Beta Test (Forms EM and FM) were translated into French and administered to 635 students of grades four to eight. To correct invalid items or distractors, a revision followed the statistical analysis. Revised tests were then administered to 1,686 students of grades five to nine. From this and related studies, it is concluded that an intelligence test developed for a particular culture may be invalid when simply translated for another. Copyright © 1974, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84965928412"
"SWAMINATHAN H.; HAMBLETON R.K.; ALGINA J.","SWAMINATHAN, H. (6602382602); HAMBLETON, RONALD K. (7006242264); ALGINA, JAMES (7003768166)","6602382602; 7006242264; 7003768166","RELIABILITY OF CRITERION‐REFERENCED TESTS: A DECISION‐THEORETIC FORMULATION","1974","Journal of Educational Measurement","11","4","","263","267","4","65","10.1111/j.1745-3984.1974.tb00998.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951580160&doi=10.1111%2fj.1745-3984.1974.tb00998.x&partnerID=40&md5=fbd8fac5527f99c4d6194e37734052df","It has been suggested that the primary purpose for criterion‐referenced testing in objective‐based instructional programs is to classify examinees into mastery states or categories on the objectives included in the test. We have proposed that the reliability of the criterion‐referenced test scores be defined in terms of the consistency of the decision‐making process across repeated administrations of the test. Specifically, reliability is defined as a measure of agreement over and above that which can be expected by chance between the decisions made about examinee mastery states in repeated test administrations for each objective measured by the criterion‐referenced test. Copyright © 1974, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84951580160"
"GRIER J.B.","GRIER, J. BROWN (57197379059)","57197379059","THE NUMBER OF ALTERNATIVES FOR OPTIMUM TEST RELIABILITY","1975","Journal of Educational Measurement","12","2","","109","112","3","52","10.1111/j.1745-3984.1975.tb01013.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982967044&doi=10.1111%2fj.1745-3984.1975.tb01013.x&partnerID=40&md5=ba63c60e71e375a4927439de4793bcf4","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-84982967044"
"REILLY R.R.; JACKSON R.","REILLY, RICHARD R. (7102935742); JACKSON, REX (57195041622)","7102935742; 57195041622","EFFECTS OF EMPIRICAL OPTION WEIGHTING ON RELIABILITY AND VALIDITY OF AN ACADEMIC APTITUDE TEST","1973","Journal of Educational Measurement","10","3","","185","193","8","17","10.1111/j.1745-3984.1973.tb00796.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011868239&doi=10.1111%2fj.1745-3984.1973.tb00796.x&partnerID=40&md5=685cece6de005870b67af13d5b630102","Item options of shortened forms of the GRE Verbal and Quantitative tests were empirically weighted by two variants of a method originally attributed to Guttman (1941). When compared with formula scores, it was found that tests scored with the empirical weights were more reliable but less valid when correlated with undergraduate GPA. A factor analysis revealed large increases in variance accounted for by the first factor. It was suggested that the weighting procedures used tended to capitalize on omitting behavior which, although a highly reliable tendency, may be invalid. Copyright © 1973, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-85011868239"
"GOLDMAN R.D.; HEWITT B.N.","GOLDMAN, ROY D. (7402001118); HEWITT, BARBARA NEWLIN (14833726300)","7402001118; 14833726300","AN INVESTIGATION OF TEST BIAS FOR MEXICAN‐AMERICAN COLLEGE STUDENTS","1975","Journal of Educational Measurement","12","3","","187","196","9","8","10.1111/j.1745-3984.1975.tb01021.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66749152313&doi=10.1111%2fj.1745-3984.1975.tb01021.x&partnerID=40&md5=586d25dc5b073cf2207ffb526e8e89f2","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-66749152313"
"LEVIN J.R.","LEVIN, JOEL R. (7403286430)","7403286430","DETERMINING SAMPLE SIZE FOR PLANNED AND POST HOC ANALYSIS OF VARIANCE COMPARISONS","1975","Journal of Educational Measurement","12","2","","99","108","9","39","10.1111/j.1745-3984.1975.tb01012.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039516289&doi=10.1111%2fj.1745-3984.1975.tb01012.x&partnerID=40&md5=14fe93df6611fd348e33a24c4777d9bd","[No abstract available]","","","Article","Final","","Scopus","2-s2.0-0039516289"
"CREHAN K.D.; KOEHLER R.A.; SLAKTER M.J.","CREHAN, KEVIN D. (6603214066); KOEHLER, ROGER A. (57029863300); SLAKTER, MALCOLM J. (6603541799)","6603214066; 57029863300; 6603541799","LONGITUDINAL STUDIES OF TEST‐WISENESS","1974","Journal of Educational Measurement","11","3","","209","212","3","9","10.1111/j.1745-3984.1974.tb00992.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970467365&doi=10.1111%2fj.1745-3984.1974.tb00992.x&partnerID=40&md5=ded28ea2ba3acd6853322737f29f55a6","Longitudinal studies were conducted to examine test‐wiseness (tw) with respect to (a) grade differences, (b) grade by sex interaction, and (c) stability. Included in the tw measure were stem‐option, absurd‐options, similar‐options, and specific‐determiners. Ss were students in grades 5 through 11; 539 Ss were observed twice with a 2 year interval between observations. Results indicated (a) significant increases on tw in four of five cases, (b) no sex by grade interaction, and (c) tw as a stable characteristic over the grade levels studied. Copyright © 1974, Wiley Blackwell. All rights reserved","","","Article","Final","","Scopus","2-s2.0-84970467365"
